@relation 'trainwseap-weka.filters.unsupervised.attribute.Remove-R4-5,8,10,15'

@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute confidence numeric
@attribute joy numeric
@attribute isIronic {False,True}
@attribute sadness numeric
@attribute isSubjective {True,False}
@attribute isAgreement {True,False}
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute class {Bot,Human}

@data
P,100,0.220399,False,0.317825,False,True,0.165497,0.014197,0.282083,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
NONE,100,0.159278,False,0.267166,False,True,0.158443,0.253161,0.161952,Bot
P,100,0.310625,False,0.179594,True,True,0.227262,0.224378,0.058141,Bot
NONE,100,0.188498,False,0.158173,False,True,0.042359,0.578548,0.032421,Bot
N+,100,0.019029,False,0.336442,True,True,0.147863,0.007131,0.489534,Bot
P+,100,0.79131,False,0.03676,True,True,0.031207,0.081771,0.058952,Bot
N+,92,0.038239,False,0.301564,True,True,0.110912,0.399165,0.15012,Bot
N,92,0.081713,False,0.284459,False,True,0.369672,0.087438,0.176719,Bot
NEU,94,0.274693,False,0.229607,False,False,0.406233,0.029969,0.059498,Bot
NONE,100,0.274217,False,0.13857,False,True,0.124762,0.277279,0.185173,Bot
NONE,100,0.106454,False,0.350917,False,True,0.315174,0.142203,0.085251,Bot
NONE,100,0.266266,False,0.213118,False,True,0.0939,0.141098,0.285617,Bot
P,100,0.272783,False,0.210824,True,True,0.181996,0.282414,0.051983,Bot
P,100,0.61116,False,0.155612,False,True,0.064008,0.046562,0.122658,Bot
NONE,100,0.355348,False,0.103986,False,True,0.271062,0.118553,0.151051,Bot
NONE,100,0.379331,False,0.136643,False,True,0.084384,0.325077,0.074566,Bot
P+,98,0.051873,False,0.034976,True,True,0.023148,0.86497,0.025034,Bot
N,100,0.111218,False,0.352701,False,True,0.296129,0.018815,0.221137,Bot
NONE,100,0.620181,False,0.125331,False,True,0.056099,0.051789,0.1466,Bot
NONE,100,0.13086,False,0.492983,False,True,0.096864,0.020383,0.25891,Bot
NONE,100,0.006704,False,0.095843,False,True,0.141466,0.064593,0.691393,Bot
NONE,100,0.078188,False,0.562548,False,True,0.132752,0.00916,0.217352,Bot
N,100,0.184581,False,0.433179,False,True,0.152075,0.030514,0.199651,Bot
N,100,0.549923,False,0.080696,False,True,0.04333,0.133065,0.192986,Bot
NONE,100,0.301948,False,0.369314,False,True,0.089672,0.050139,0.188927,Bot
P,100,0.202784,False,0.410623,True,True,0.321549,0.024334,0.04071,Bot
NEU,94,0.025949,False,0.171598,True,False,0.770366,0.00903,0.023057,Bot
P+,100,0.189585,False,0.224165,True,True,0.329904,0.125382,0.130964,Bot
N,100,0.022708,False,0.18519,False,True,0.046284,0.14895,0.596868,Bot
NONE,100,0.201453,False,0.150095,False,True,0.148592,0.280323,0.219536,Bot
P,100,0.345088,False,0.060105,True,True,0.050024,0.465555,0.079227,Bot
N,92,0.234558,False,0.407408,False,True,0.085123,0.210759,0.062152,Bot
NONE,100,0.274217,False,0.13857,False,True,0.124762,0.277279,0.185173,Bot
NEU,94,0.064163,False,0.144825,True,False,0.569853,0.086288,0.134871,Bot
N+,92,0.522636,False,0.149707,True,True,0.040353,0.062065,0.225238,Bot
NONE,100,0.209751,False,0.125357,False,True,0.111466,0.396234,0.157193,Bot
NONE,100,0.033312,False,0.092896,False,True,0.025527,0.836716,0.011549,Bot
NONE,100,0.330465,False,0.092161,False,True,0.059284,0.365615,0.152475,Bot
N,100,0.059689,False,0.050394,False,True,0.030553,0.007577,0.851786,Bot
NONE,100,0.102195,False,0.565354,False,True,0.113526,0.033721,0.185203,Bot
N+,100,0.011001,False,0.157171,True,True,0.731521,0.049525,0.050782,Bot
N,100,0.097767,False,0.209129,False,True,0.208463,0.006857,0.477782,Bot
N,100,0.068444,False,0.292216,False,True,0.108354,0.26373,0.267256,Bot
N,92,0.023409,False,0.395673,True,False,0.426951,0.054521,0.099446,Bot
P,100,0.124701,False,0.550505,False,True,0.234928,0.016448,0.073419,Bot
NONE,100,0.05542,False,0.341714,False,True,0.196617,0.3306,0.07565,Bot
N+,98,0.025089,False,0.183801,True,True,0.761139,0.017845,0.012126,Bot
N,100,0.159665,False,0.39172,False,True,0.299358,0.022848,0.126408,Bot
N,100,0.011862,False,0.700366,False,True,0.063737,0.018134,0.2059,Bot
N+,100,0.027814,False,0.187808,True,True,0.31769,0.435947,0.030741,Bot
NONE,100,0.188482,False,0.302648,False,True,0.225643,0.032456,0.25077,Bot
NONE,100,0.226167,False,0.112487,False,True,0.132663,0.341542,0.187142,Bot
NONE,100,0.076699,False,0.11953,False,True,0.728972,0.006447,0.068351,Bot
P,100,0.053957,False,0.19433,False,True,0.231551,0.339222,0.18094,Bot
NONE,100,0.109976,False,0.346014,False,True,0.141824,0.32419,0.077996,Bot
NONE,100,0.023409,False,0.196425,True,True,0.050855,0.607898,0.121413,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
P+,100,0.326945,False,0.211916,False,True,0.077603,0.233419,0.150117,Bot
N,100,0.052098,False,0.358367,True,True,0.198728,0.182577,0.20823,Bot
NONE,100,0.208259,False,0.145602,False,True,0.134742,0.29286,0.218538,Bot
P,100,0.143152,False,0.139654,True,True,0.119146,0.463782,0.134267,Bot
NONE,100,0.056038,False,0.504996,False,True,0.368811,0.034183,0.035971,Bot
NONE,100,0.277483,False,0.084684,False,True,0.0241,0.564997,0.048736,Bot
P,100,0.070832,False,0.01606,True,True,0.004622,0.838617,0.069869,Bot
N,92,0.014979,False,0.171543,True,True,0.768088,0.015756,0.029634,Bot
N,100,0.050553,False,0.372016,False,True,0.43342,0.027826,0.116185,Bot
NONE,100,0.089259,False,0.516795,False,True,0.150773,0.01233,0.230843,Bot
P+,100,0.181983,False,0.399448,True,True,0.222827,0.147474,0.048268,Bot
NONE,100,0.065108,False,0.250728,False,True,0.073388,0.309975,0.300801,Bot
N,100,0.035903,False,0.114592,False,True,0.781328,0.009793,0.058384,Bot
NONE,100,0.047776,False,0.142731,False,True,0.414509,0.195941,0.199044,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
N+,100,0.047894,False,0.424329,True,True,0.12224,0.324209,0.081328,Bot
P+,100,0.155821,False,0.292067,True,True,0.051799,0.018343,0.48197,Bot
NEU,86,0.072773,False,0.560675,False,False,0.237376,0.073478,0.055699,Bot
N,94,0.042151,False,0.553138,False,False,0.331267,0.020363,0.053082,Bot
NONE,100,0.306956,False,0.357522,False,True,0.176972,0.094133,0.064417,Bot
NONE,100,0.044624,False,0.197974,False,True,0.504862,0.037844,0.214696,Bot
N+,100,0.033134,False,0.339054,True,True,0.115333,0.105579,0.4069,Bot
NONE,100,0.20228,False,0.136187,False,True,0.123539,0.343078,0.194916,Bot
NONE,100,0.560363,False,0.15582,False,True,0.075866,0.103987,0.103964,Bot
P,100,0.303068,False,0.114846,True,True,0.046682,0.444306,0.091098,Bot
NONE,100,0.157903,False,0.211949,False,True,0.245188,0.119806,0.265154,Bot
N,100,0.128335,False,0.18038,False,True,0.031481,0.25352,0.406284,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
NONE,100,0.302346,False,0.106991,False,True,0.141007,0.347914,0.101741,Bot
P+,100,0.414268,False,0.022068,True,True,0.013882,0.515393,0.03439,Bot
P,100,0.34418,False,0.0681,True,True,0.033336,0.492659,0.061724,Bot
NONE,100,0.191378,False,0.124532,False,True,0.222225,0.20038,0.261485,Bot
P,92,0.043388,False,0.139,False,True,0.71493,0.007514,0.095169,Bot
N,100,0.057485,False,0.067511,True,True,0.092944,0.157004,0.625056,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
NONE,100,0.048729,False,0.189208,True,True,0.231623,0.471783,0.058657,Bot
N,100,0.00616,False,0.220618,True,True,0.675938,0.011495,0.085789,Bot
P,100,0.052053,False,0.353822,True,True,0.106899,0.060497,0.426728,Bot
N,100,0.050553,False,0.372016,False,True,0.43342,0.027826,0.116185,Bot
N,100,0.006749,False,0.790101,True,True,0.059318,0.017508,0.126324,Bot
NONE,100,0.328578,False,0.174079,False,True,0.180779,0.161135,0.155429,Bot
NONE,100,0.217915,False,0.103257,True,True,0.144662,0.180831,0.353335,Bot
NONE,100,0.293473,False,0.223672,False,True,0.06815,0.278086,0.136618,Bot
NONE,100,0.064019,False,0.183485,False,True,0.378371,0.07346,0.300665,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
NONE,100,0.028257,False,0.256048,True,True,0.059705,0.622824,0.033166,Bot
P+,100,0.682043,False,0.03437,True,True,0.018708,0.229497,0.035383,Bot
P,100,0.19695,False,0.228202,False,True,0.428739,0.011946,0.134163,Bot
P,100,0.296593,False,0.097043,True,True,0.207884,0.27582,0.12266,Bot
N+,100,0.020015,False,0.433796,False,True,0.464303,0.023417,0.058469,Bot
P+,100,0.239716,False,0.473385,True,True,0.131215,0.016096,0.139589,Bot
N+,100,0.021835,False,0.344866,False,True,0.33119,0.078234,0.223875,Bot
NONE,100,0.287108,False,0.114891,False,True,0.092734,0.280497,0.22477,Bot
NONE,100,0.204434,False,0.142715,False,True,0.13027,0.32609,0.196491,Bot
NONE,100,0.178399,False,0.143917,False,True,0.138218,0.266216,0.27325,Bot
NONE,100,0.214697,False,0.141542,False,True,0.125297,0.332317,0.186146,Bot
P,100,0.773319,False,0.092632,True,True,0.057084,0.049203,0.02776,Bot
P+,100,0.053979,False,0.407852,True,True,0.151505,0.34659,0.040073,Bot
N,92,0.234558,False,0.407408,False,True,0.085123,0.210759,0.062152,Bot
NONE,100,0.181162,False,0.166935,False,True,0.147351,0.210218,0.294334,Bot
NONE,100,0.128368,False,0.204728,False,True,0.196065,0.204617,0.266222,Bot
P,100,0.197683,False,0.239787,False,True,0.29254,0.027767,0.242223,Bot
NONE,100,0.062038,False,0.314951,False,True,0.310784,0.091769,0.220458,Bot
NONE,100,0.073932,False,0.146752,False,True,0.328585,0.139741,0.31099,Bot
P,92,0.036666,False,0.47716,False,True,0.301891,0.123141,0.061142,Bot
NONE,100,0.021051,False,0.313507,False,True,0.187748,0.068174,0.40952,Bot
NONE,100,0.186048,False,0.178683,False,True,0.207637,0.23675,0.190881,Bot
NONE,100,0.11366,False,0.37737,False,True,0.239391,0.141475,0.128104,Bot
NONE,100,0.043077,False,0.131731,False,True,0.106978,0.282753,0.435461,Bot
NONE,100,0.184188,False,0.129086,False,True,0.05368,0.569685,0.063361,Bot
N,100,0.023092,False,0.166751,False,True,0.585301,0.108423,0.116432,Bot
NONE,100,0.208488,False,0.10859,False,True,0.076972,0.118594,0.487356,Bot
P+,100,0.366832,False,0.093467,True,True,0.122543,0.357699,0.059459,Bot
N+,98,0.298099,False,0.300205,False,True,0.168705,0.034673,0.198319,Bot
P,100,0.116204,False,0.554333,True,True,0.175088,0.094059,0.060316,Bot
P+,100,0.373769,False,0.191856,False,True,0.080105,0.203216,0.151054,Bot
NEU,94,0.246432,False,0.177135,True,False,0.049479,0.478028,0.048926,Bot
N+,92,0.388248,False,0.143476,True,True,0.091781,0.250437,0.126058,Bot
NEU,94,0.139354,False,0.343029,False,False,0.135589,0.057985,0.324043,Bot
NEU,94,0.282437,False,0.415808,True,False,0.084639,0.162997,0.054119,Bot
NONE,100,0.028115,False,0.378228,False,True,0.434321,0.071892,0.087444,Bot
NONE,100,0.227613,False,0.158257,False,True,0.201651,0.208579,0.2039,Bot
P+,100,0.294557,False,0.143543,True,True,0.302032,0.190746,0.069122,Bot
NONE,100,0.274064,False,0.199957,False,True,0.205728,0.049936,0.270315,Bot
P+,100,0.086867,False,0.262917,False,True,0.275435,0.328926,0.045855,Bot
NONE,100,0.22335,False,0.257961,False,True,0.21304,0.116908,0.188741,Bot
NONE,100,0.053754,False,0.133323,False,True,0.148518,0.161868,0.502537,Bot
P+,100,0.207213,False,0.323381,True,True,0.095523,0.344726,0.029157,Bot
NONE,100,0.178546,False,0.1648,False,True,0.140166,0.237179,0.279309,Bot
N,94,0.160608,False,0.475029,False,False,0.056337,0.273409,0.034617,Bot
N+,100,0.021229,False,0.706817,False,True,0.12055,0.05763,0.093775,Bot
N,100,0.062646,False,0.768693,True,True,0.076373,0.030861,0.061426,Bot
P,100,0.078016,False,0.315766,True,True,0.234677,0.071326,0.300215,Bot
NONE,100,0.042533,False,0.352311,False,True,0.478328,0.071311,0.055517,Bot
N,100,0.027922,False,0.606701,False,True,0.17613,0.046526,0.142721,Bot
NONE,100,0.028606,False,0.425767,False,True,0.102326,0.002845,0.440456,Bot
NONE,100,0.02504,False,0.650624,False,True,0.121053,0.008802,0.194482,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
NONE,100,0.081372,False,0.435615,False,True,0.034177,0.096387,0.352449,Bot
P,100,0.133938,False,0.362824,True,True,0.290398,0.133186,0.079654,Bot
NONE,100,0.07878,False,0.08402,False,True,0.135871,0.137548,0.563781,Bot
NONE,100,0.113475,False,0.217523,False,True,0.235134,0.034722,0.399146,Bot
N,100,0.033066,False,0.383827,False,True,0.403188,0.005688,0.174231,Bot
P,92,0.159784,False,0.370218,False,True,0.315678,0.052167,0.102152,Bot
N,92,0.709173,False,0.00441,True,True,0.002681,0.011506,0.27223,Bot
P+,100,0.182918,False,0.165499,True,True,0.312928,0.266886,0.071769,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
NONE,100,0.192833,False,0.164815,False,True,0.186428,0.212926,0.242999,Bot
P+,100,0.339717,False,0.237233,False,True,0.148939,0.179658,0.094453,Bot
NONE,100,0.155701,False,0.149269,True,True,0.12606,0.405535,0.163435,Bot
NONE,100,0.342014,False,0.163035,False,True,0.074981,0.265323,0.154646,Bot
P+,100,0.078423,False,0.308586,True,True,0.129555,0.08334,0.400096,Bot
NONE,100,0.181097,False,0.230991,False,True,0.189151,0.122841,0.27592,Bot
NONE,100,0.274217,False,0.13857,False,True,0.124762,0.277279,0.185173,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
NONE,100,0.192946,False,0.164956,False,True,0.142407,0.282531,0.21716,Bot
P,94,0.246311,False,0.257513,False,False,0.241642,0.098596,0.155938,Bot
NONE,100,0.048755,False,0.18235,False,True,0.092648,0.220688,0.455557,Bot
P+,100,0.060455,False,0.173131,True,True,0.088547,0.423645,0.254222,Bot
NONE,100,0.16193,False,0.500492,False,True,0.086649,0.152709,0.098222,Bot
N,100,0.076332,False,0.177449,True,True,0.228495,0.010928,0.506796,Bot
P,100,0.080698,False,0.148704,False,True,0.202908,0.043564,0.524126,Bot
NONE,100,0.150262,False,0.202207,False,True,0.132703,0.450426,0.064402,Bot
NONE,100,0.298465,False,0.157806,False,True,0.066845,0.003336,0.473547,Bot
N,100,0.153852,False,0.394402,False,True,0.093619,0.078382,0.279744,Bot
P,100,0.401626,False,0.226721,False,True,0.10341,0.145344,0.122898,Bot
NONE,100,0.098083,False,0.220602,False,True,0.104792,0.226018,0.350505,Bot
N+,100,0.032745,False,0.536131,True,True,0.10904,0.053657,0.268428,Bot
NONE,100,0.438421,False,0.144385,True,True,0.032941,0.274719,0.109534,Bot
P,100,0.2658,False,0.111016,True,True,0.099362,0.372321,0.151501,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
NONE,100,0.475104,False,0.156773,False,True,0.143626,0.146466,0.078031,Bot
N,100,0.026729,False,0.304855,False,True,0.248288,0.103754,0.316374,Bot
P+,98,0.214152,False,0.391168,False,True,0.116859,0.089209,0.188612,Bot
P+,100,0.685434,False,0.075263,False,True,0.056723,0.088635,0.093945,Bot
P,100,0.209689,False,0.12553,True,True,0.118606,0.37933,0.166845,Bot
P,100,0.228925,False,0.111074,True,True,0.096515,0.444308,0.119179,Bot
N,100,0.050115,False,0.342268,False,True,0.223318,0.081654,0.302645,Bot
P,100,0.209312,False,0.144006,True,True,0.171302,0.322785,0.152595,Bot
NONE,100,0.180521,False,0.140309,False,True,0.131099,0.353909,0.194162,Bot
NONE,100,0.058519,False,0.179009,False,True,0.072605,0.121921,0.567946,Bot
NONE,100,0.056079,False,0.141073,False,True,0.173815,0.383248,0.245786,Bot
NONE,100,0.226167,False,0.112487,False,True,0.132663,0.341542,0.187142,Bot
N,92,0.044274,False,0.091739,True,True,0.015221,0.841573,0.007192,Bot
NONE,100,0.150349,False,0.336531,False,True,0.213767,0.065245,0.234109,Bot
P,100,0.455493,False,0.12223,False,True,0.113413,0.045951,0.262914,Bot
P+,100,0.248812,False,0.110424,False,True,0.103863,0.09275,0.44415,Bot
P,82,0.035696,True,0.501122,False,True,0.124007,0.008143,0.331032,Bot
P,100,0.586337,False,0.01879,True,True,0.008661,0.319485,0.066727,Bot
NONE,100,0.328578,False,0.174079,False,True,0.180779,0.161135,0.155429,Bot
NONE,100,0.195325,False,0.276948,False,True,0.264358,0.065141,0.198228,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
NEU,94,0.03074,False,0.516248,False,False,0.182904,0.024451,0.245658,Bot
P,100,0.081653,False,0.648011,False,True,0.153571,0.063261,0.053503,Bot
P+,100,0.227807,False,0.204925,True,True,0.151527,0.227013,0.188728,Bot
NONE,100,0.20259,False,0.136551,False,True,0.134856,0.245041,0.280962,Bot
NONE,100,0.04086,False,0.275896,False,True,0.544847,0.033688,0.104709,Bot
P+,100,0.166396,False,0.370943,True,True,0.092376,0.26085,0.109436,Bot
NONE,100,0.057084,False,0.146333,False,True,0.100192,0.523712,0.172679,Bot
NONE,100,0.043521,False,0.512701,True,True,0.138985,0.135847,0.168947,Bot
NONE,100,0.626554,False,0.159624,False,True,0.106094,0.056016,0.051712,Bot
NONE,100,0.048389,False,0.39952,False,True,0.152892,0.008944,0.390254,Bot
P+,100,0.29471,False,0.028894,False,True,0.051924,0.513123,0.111349,Bot
N,90,0.490063,True,0.26988,False,True,0.057529,0.108331,0.074198,Bot
P,100,0.124047,False,0.331536,False,True,0.262908,0.052482,0.229027,Bot
P,92,0.039002,False,0.255325,False,True,0.43114,0.064355,0.210178,Bot
N,94,0.091026,False,0.216569,False,False,0.061712,0.007002,0.623691,Bot
N+,100,0.089306,False,0.435543,True,True,0.187973,0.19672,0.090458,Bot
P,100,0.2658,False,0.111016,True,True,0.099362,0.372321,0.151501,Bot
P,100,0.135867,False,0.253145,False,True,0.070472,0.496672,0.043845,Bot
N,100,0.058321,False,0.543511,True,True,0.089955,0.047864,0.26035,Bot
NONE,100,0.192529,False,0.269565,False,True,0.346504,0.051003,0.140398,Bot
P,100,0.026481,False,0.281988,False,True,0.59464,0.014186,0.082704,Bot
NEU,94,0.081077,False,0.219647,False,False,0.466487,0.023388,0.209401,Bot
N,100,0.151089,False,0.341301,False,True,0.367688,0.044775,0.095147,Bot
N,100,0.012617,False,0.865341,True,True,0.093285,0.010686,0.018071,Bot
N,100,0.01212,False,0.63194,True,True,0.294943,0.008329,0.052668,Bot
P,100,0.213282,False,0.31976,False,True,0.273698,0.019843,0.173417,Bot
NONE,100,0.040268,False,0.220306,False,True,0.527528,0.067086,0.144812,Bot
NONE,100,0.296885,False,0.146972,False,True,0.223911,0.088029,0.244203,Bot
P+,98,0.186936,False,0.191679,False,True,0.268472,0.15559,0.197323,Bot
NONE,100,0.225014,False,0.178813,False,True,0.125068,0.271488,0.199617,Bot
NONE,100,0.012788,False,0.168076,False,True,0.107238,0.04063,0.671268,Bot
NONE,100,0.134484,False,0.254574,False,True,0.252981,0.22624,0.131721,Bot
P,100,0.2541,False,0.267506,False,True,0.051764,0.260936,0.165693,Bot
P,92,0.020808,False,0.865282,False,True,0.059404,0.027146,0.027361,Bot
NONE,100,0.065847,False,0.42482,False,True,0.306649,0.080689,0.121994,Bot
NONE,100,0.144851,False,0.173665,False,True,0.119094,0.359946,0.202444,Bot
P,100,0.175675,False,0.28596,True,True,0.34005,0.110679,0.087636,Bot
NONE,100,0.182541,False,0.198812,False,True,0.201068,0.204781,0.212799,Bot
N+,92,0.077099,False,0.163424,True,True,0.620334,0.051189,0.087954,Bot
N,100,0.467106,False,0.167137,False,True,0.142801,0.011389,0.211568,Bot
NONE,100,0.150349,False,0.336531,False,True,0.213767,0.065245,0.234109,Bot
NONE,100,0.037177,False,0.610827,False,True,0.262066,0.051385,0.038545,Bot
P+,100,0.152786,False,0.141478,True,True,0.184577,0.162309,0.35885,Bot
NONE,100,0.027202,False,0.60884,False,True,0.181112,0.005289,0.177557,Bot
NONE,100,0.029514,False,0.290754,False,True,0.497572,0.129428,0.052731,Bot
P,100,0.2658,False,0.111016,True,True,0.099362,0.372321,0.151501,Bot
NONE,100,0.25799,False,0.198148,False,True,0.075436,0.311296,0.15713,Bot
P,100,0.648796,False,0.043961,True,True,0.018362,0.231781,0.057101,Bot
P,100,0.228925,False,0.111074,True,True,0.096515,0.444308,0.119179,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
N,100,0.073205,False,0.202295,True,True,0.069277,0.016907,0.638317,Bot
NONE,100,0.204282,False,0.148327,True,True,0.043301,0.185987,0.418104,Bot
P+,100,0.386162,False,0.163039,True,True,0.15296,0.124433,0.173406,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
P,100,0.117173,False,0.12494,True,True,0.100198,0.058559,0.59913,Bot
NONE,100,0.214697,False,0.141542,False,True,0.125297,0.332317,0.186146,Bot
NONE,100,0.140108,False,0.413919,False,True,0.189735,0.110757,0.145481,Bot
NONE,100,0.046608,False,0.372462,True,True,0.306778,0.211596,0.062556,Bot
NONE,100,0.226167,False,0.112487,False,True,0.132663,0.341542,0.187142,Bot
P+,100,0.08659,False,0.236901,True,True,0.586075,0.013208,0.077225,Bot
NEU,94,0.087059,False,0.3641,True,False,0.131193,0.28803,0.129618,Bot
P,100,0.096536,False,0.27947,True,True,0.262863,0.147217,0.213915,Bot
NONE,100,0.097978,False,0.315028,False,True,0.400578,0.070391,0.116025,Bot
NONE,100,0.101623,False,0.666497,False,True,0.123685,0.028783,0.079412,Bot
P,92,0.040124,False,0.443094,False,True,0.346731,0.032005,0.138046,Bot
NONE,100,0.205519,False,0.305984,False,True,0.28082,0.135839,0.071838,Bot
NONE,100,0.08092,False,0.259655,False,True,0.305028,0.136517,0.21788,Bot
N,100,0.078563,False,0.707664,True,True,0.05566,0.087805,0.070308,Bot
P,100,0.156832,False,0.129094,False,True,0.119766,0.328681,0.265628,Bot
NONE,100,0.114858,False,0.31186,False,True,0.408191,0.033472,0.13162,Bot
P,100,0.046822,False,0.342645,True,True,0.188408,0.017375,0.40475,Bot
NONE,100,0.070305,False,0.221913,False,True,0.221197,0.18498,0.301605,Bot
NEU,94,0.216943,False,0.323471,False,False,0.084407,0.322285,0.052894,Bot
N+,92,0.050142,False,0.531976,False,True,0.249111,0.10873,0.060041,Bot
NONE,100,0.199891,False,0.139311,False,True,0.099513,0.381282,0.180002,Bot
P,100,0.277081,False,0.214738,False,True,0.120097,0.313351,0.074733,Bot
NEU,94,0.223338,False,0.512476,True,False,0.084194,0.106699,0.073292,Bot
NONE,100,0.050108,False,0.240268,False,True,0.38265,0.154172,0.172802,Bot
NONE,100,0.060365,False,0.237119,False,True,0.462534,0.09283,0.147153,Bot
NONE,100,0.106568,False,0.316863,False,True,0.399584,0.044974,0.132012,Bot
NONE,100,0.257314,False,0.336284,False,True,0.044439,0.152322,0.209641,Bot
N,100,0.15375,False,0.159996,True,True,0.050956,0.545948,0.089351,Bot
P+,100,0.147478,False,0.297433,True,True,0.398077,0.056938,0.100074,Bot
N,100,0.21145,False,0.173389,True,True,0.181361,0.233353,0.200446,Bot
NONE,100,0.065802,False,0.174051,False,True,0.309442,0.051593,0.399112,Bot
NONE,100,0.192946,False,0.164956,False,True,0.142407,0.282531,0.21716,Bot
P+,100,0.432366,False,0.265478,True,True,0.067515,0.045581,0.18906,Bot
N+,100,0.007347,False,0.114725,True,True,0.832853,0.018663,0.026412,Bot
P+,100,0.091619,False,0.417557,True,True,0.14935,0.254598,0.086876,Bot
N+,100,0.012351,False,0.244261,True,True,0.544792,0.01422,0.184376,Bot
NONE,100,0.053754,False,0.133323,False,True,0.148518,0.161868,0.502537,Bot
NONE,100,0.031394,False,0.241739,False,True,0.083586,0.046692,0.59659,Bot
P,100,0.288619,False,0.19383,True,True,0.054842,0.165756,0.296953,Bot
P,92,0.016686,False,0.356757,True,True,0.214534,0.334932,0.07709,Bot
P,100,0.147829,False,0.32775,True,True,0.121674,0.2783,0.124446,Bot
P,100,0.209689,False,0.12553,True,True,0.118606,0.37933,0.166845,Bot
NEU,86,0.159727,False,0.236744,False,False,0.058894,0.388736,0.155899,Bot
P,100,0.447771,False,0.19575,True,True,0.09755,0.105084,0.153844,Bot
P,100,0.154776,False,0.372675,True,True,0.136499,0.038397,0.297653,Bot
NONE,100,0.096127,False,0.089951,False,True,0.170843,0.072282,0.570796,Bot
P,100,0.502644,False,0.071715,True,True,0.045992,0.18289,0.196759,Bot
P,100,0.45459,False,0.052258,True,True,0.054874,0.324519,0.113759,Bot
NONE,100,0.080622,False,0.049017,True,True,0.02554,0.027361,0.81746,Bot
P,100,0.209312,False,0.144006,True,True,0.171302,0.322785,0.152595,Bot
NONE,100,0.178546,False,0.1648,False,True,0.140166,0.237179,0.279309,Bot
N,100,0.030297,False,0.46572,False,True,0.393241,0.013348,0.097394,Bot
NONE,100,0.441259,False,0.200155,False,True,0.051667,0.223578,0.083341,Bot
P+,100,0.121115,False,0.260729,False,True,0.21572,0.037847,0.364589,Bot
N,92,0.034812,False,0.574647,False,True,0.261731,0.011706,0.117104,Bot
NONE,100,0.123335,False,0.598691,True,True,0.066997,0.11379,0.097187,Bot
N,92,0.157619,False,0.250258,False,True,0.052841,0.406382,0.132899,Bot
NONE,100,0.327558,False,0.146684,False,True,0.093693,0.226898,0.205168,Bot
P,100,0.117041,False,0.306883,False,True,0.181533,0.209822,0.184721,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
NONE,100,0.263203,False,0.130958,False,True,0.096663,0.323986,0.185191,Bot
NONE,100,0.227613,False,0.158257,False,True,0.201651,0.208579,0.2039,Bot
N+,100,0.112314,False,0.181053,True,True,0.383294,0.105496,0.217844,Bot
P,100,0.114167,False,0.282354,False,True,0.384306,0.118736,0.100437,Bot
NONE,100,0.056137,False,0.368157,False,True,0.120042,0.334549,0.121115,Bot
P+,100,0.235781,False,0.28902,True,True,0.119404,0.268668,0.087127,Bot
NONE,100,0.036419,False,0.366948,False,True,0.424073,0.010248,0.162311,Bot
NONE,100,0.086651,False,0.496849,False,True,0.111696,0.009132,0.295671,Bot
P,100,0.226447,False,0.39725,True,True,0.081057,0.1096,0.185646,Bot
NONE,100,0.090737,False,0.400129,True,True,0.284425,0.06726,0.15745,Bot
NONE,100,0.011647,False,0.481215,False,True,0.217796,0.085637,0.203706,Bot
NONE,100,0.155701,False,0.149269,True,True,0.12606,0.405535,0.163435,Bot
N,100,0.12925,False,0.397337,False,True,0.362769,0.012742,0.097903,Bot
NONE,100,0.150349,False,0.336531,False,True,0.213767,0.065245,0.234109,Bot
NONE,100,0.051272,False,0.159457,False,True,0.306584,0.055523,0.427164,Bot
NONE,100,0.085719,False,0.072048,False,True,0.040512,0.757722,0.044,Bot
NONE,100,0.109118,False,0.487464,False,True,0.081671,0.01789,0.303857,Bot
P,100,0.181031,False,0.431604,False,True,0.176408,0.088668,0.12229,Bot
P+,100,0.307506,False,0.222239,False,True,0.271835,0.077663,0.120758,Bot
N,100,0.066803,False,0.229042,False,True,0.062365,0.015535,0.626254,Bot
