@relation 'trainwseap-weka.filters.unsupervised.attribute.Remove-R4-5,8,10,15'

@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute confidence numeric
@attribute joy numeric
@attribute isIronic {False,True}
@attribute sadness numeric
@attribute isSubjective {True,False}
@attribute isAgreement {True,False}
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute class {Bot,Human}

@data
NEU,94,0.101876,False,0.410388,True,False,0.318195,0.112389,0.057153,Bot
P,100,0.022047,False,0.759004,True,True,0.088545,0.043366,0.087038,Bot
P,98,0.365916,False,0.157696,True,True,0.044486,0.376051,0.055851,Bot
P,100,0.260776,False,0.158245,False,True,0.06104,0.464106,0.055833,Bot
NEU,86,0.197158,False,0.222857,False,False,0.195602,0.016991,0.367391,Bot
NONE,100,0.180521,False,0.140309,False,True,0.131099,0.353909,0.194162,Bot
N,92,0.157619,False,0.250258,False,True,0.052841,0.406382,0.132899,Bot
P+,100,0.097455,False,0.165889,True,True,0.06607,0.636969,0.033618,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
NONE,100,0.171332,False,0.167333,False,True,0.153864,0.286609,0.220862,Bot
NONE,100,0.112985,False,0.069146,False,True,0.034034,0.727092,0.056743,Bot
NEU,91,0.057738,False,0.64017,False,False,0.227589,0.011209,0.063294,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
NONE,100,0.038832,False,0.433146,True,True,0.208869,0.058492,0.260661,Bot
P,100,0.085372,False,0.358231,True,True,0.175121,0.231042,0.150235,Bot
NONE,100,0.051905,False,0.511753,False,True,0.31325,0.063027,0.060065,Bot
P,94,0.174214,False,0.211777,False,False,0.258682,0.008266,0.34706,Bot
NONE,100,0.041601,False,0.275614,False,True,0.357988,0.119191,0.205606,Bot
P,100,0.070675,False,0.254962,False,True,0.214017,0.09359,0.366757,Bot
NONE,100,0.150349,False,0.336531,False,True,0.213767,0.065245,0.234109,Bot
NONE,100,0.254036,False,0.271397,False,True,0.239691,0.018728,0.216148,Bot
N,100,0.039206,False,0.17433,False,True,0.389045,0.047589,0.34983,Bot
P,100,0.2658,False,0.111016,True,True,0.099362,0.372321,0.151501,Bot
P+,100,0.194185,False,0.231154,True,True,0.409672,0.11051,0.05448,Bot
NONE,100,0.225063,False,0.456569,False,True,0.178614,0.020739,0.119015,Bot
NONE,100,0.198062,False,0.146602,False,True,0.139654,0.287118,0.228564,Bot
NONE,100,0.091963,False,0.261501,False,True,0.257219,0.31299,0.076327,Bot
P,82,0.023545,True,0.167861,True,True,0.193288,0.014423,0.600883,Bot
N,92,0.018945,False,0.123586,False,True,0.647336,0.039295,0.170839,Bot
NONE,100,0.178399,False,0.143917,False,True,0.138218,0.266216,0.27325,Bot
N,86,0.002606,False,0.030415,True,False,0.927581,0.001667,0.03773,Bot
P,100,0.283886,False,0.072802,True,True,0.087616,0.444139,0.111558,Bot
N,100,0.041261,False,0.510076,True,True,0.08889,0.184241,0.175531,Bot
P,100,0.199369,False,0.074645,False,True,0.045734,0.636597,0.043653,Bot
NONE,100,0.126972,False,0.192961,False,True,0.132196,0.199256,0.348616,Bot
P,100,0.029136,False,0.144817,False,True,0.14908,0.060373,0.616595,Bot
P,100,0.334316,False,0.153782,True,True,0.041777,0.411706,0.058419,Bot
N,92,0.12126,False,0.193959,False,True,0.093123,0.057125,0.534532,Bot
N,92,0.056095,False,0.534526,False,True,0.186891,0.060446,0.162041,Bot
P,100,0.213282,False,0.31976,False,True,0.273698,0.019843,0.173417,Bot
NONE,100,0.180521,False,0.140309,False,True,0.131099,0.353909,0.194162,Bot
P,100,0.164425,False,0.460367,True,True,0.117609,0.135593,0.122006,Bot
P,100,0.089581,False,0.39511,False,True,0.081021,0.007846,0.426442,Bot
P,100,0.505844,False,0.086416,False,True,0.032842,0.109914,0.264984,Bot
P,100,0.124435,False,0.196342,False,True,0.134498,0.03669,0.508035,Bot
NONE,100,0.030361,False,0.232527,False,True,0.662928,0.032752,0.041432,Bot
NEU,94,0.003473,False,0.027398,True,False,0.916983,0.000842,0.051303,Bot
N+,96,0.224218,False,0.242766,True,True,0.279212,0.026765,0.227039,Bot
P,100,0.315212,False,0.097837,False,True,0.122688,0.267354,0.196908,Bot
NONE,100,0.031297,False,0.337348,False,True,0.165036,0.001942,0.464377,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
N+,100,0.024718,False,0.507199,True,True,0.310585,0.023268,0.13423,Bot
NONE,100,0.254166,False,0.187524,False,True,0.197582,0.09422,0.266507,Bot
N,100,0.082548,False,0.508984,True,True,0.229317,0.052122,0.127028,Bot
P,100,0.173418,False,0.125858,True,True,0.133994,0.406243,0.160486,Bot
NONE,100,0.204434,False,0.142715,False,True,0.13027,0.32609,0.196491,Bot
P,100,0.67125,False,0.031722,False,True,0.011817,0.231343,0.053867,Bot
P,100,0.002137,False,0.0153,True,True,0.97124,0.001198,0.010125,Bot
NONE,100,0.077379,False,0.307701,False,True,0.408242,0.053122,0.153556,Bot
N+,100,0.068651,False,0.454592,False,True,0.236645,0.18177,0.058342,Bot
NONE,100,0.14409,False,0.300771,False,True,0.070033,0.004479,0.480627,Bot
N,100,0.072015,False,0.445354,False,True,0.290986,0.032772,0.158873,Bot
P,100,0.250123,False,0.202009,True,True,0.206492,0.168256,0.17312,Bot
P,100,0.105824,False,0.218683,True,True,0.395447,0.137947,0.1421,Bot
NONE,100,0.155701,False,0.149269,True,True,0.12606,0.405535,0.163435,Bot
N,100,0.139719,False,0.335044,True,True,0.222836,0.083959,0.218441,Bot
NONE,100,0.107055,False,0.375548,False,True,0.281021,0.06804,0.168336,Bot
P,92,0.089232,False,0.256368,False,True,0.472886,0.031683,0.14983,Bot
P,100,0.112995,False,0.392525,False,True,0.150222,0.178431,0.165826,Bot
NONE,100,0.155701,False,0.149269,True,True,0.12606,0.405535,0.163435,Bot
P,100,0.185836,False,0.215504,True,True,0.089708,0.419407,0.089545,Bot
N,100,0.359029,False,0.213852,True,True,0.117354,0.048227,0.261538,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
N,100,0.125069,False,0.295118,True,True,0.067193,0.071209,0.441411,Bot
NONE,100,0.037493,False,0.113271,False,True,0.098989,0.094403,0.655844,Bot
N,100,0.064361,False,0.418,False,True,0.37257,0.062795,0.082273,Bot
NONE,100,0.034911,False,0.517053,False,True,0.069964,0.01576,0.362311,Bot
N+,100,0.044729,False,0.166158,False,True,0.158094,0.096128,0.534891,Bot
P,100,0.016225,False,0.389544,True,True,0.4019,0.039471,0.152861,Bot
P,100,0.209689,False,0.12553,True,True,0.118606,0.37933,0.166845,Bot
NONE,100,0.059042,False,0.473018,False,True,0.247359,0.014801,0.205781,Bot
NONE,100,0.199741,False,0.414669,False,True,0.199198,0.108376,0.078016,Bot
NONE,100,0.230536,False,0.164227,False,True,0.091513,0.340634,0.17309,Bot
N,100,0.062927,False,0.390322,True,True,0.28498,0.036226,0.225546,Bot
N,100,0.047479,False,0.418722,True,True,0.389542,0.073458,0.070799,Bot
P,100,0.096073,False,0.493995,True,True,0.103688,0.078646,0.227598,Bot
N,86,0.122695,False,0.386813,False,False,0.215976,0.145953,0.128563,Bot
NONE,100,0.222755,False,0.152702,True,True,0.168926,0.245856,0.209761,Bot
NEU,86,0.366141,False,0.30029,True,False,0.18428,0.030886,0.118404,Bot
P,92,0.041273,False,0.434627,True,True,0.199129,0.210228,0.114742,Bot
NEU,86,0.02197,False,0.567982,False,False,0.308147,0.065122,0.036779,Bot
NEU,94,0.317528,False,0.22173,False,False,0.244086,0.037451,0.179206,Bot
P,100,0.175264,False,0.249995,True,True,0.068242,0.345664,0.160835,Bot
NONE,100,0.187707,False,0.139442,False,True,0.113795,0.321042,0.238013,Bot
P,100,0.661279,False,0.020593,True,True,0.016742,0.144864,0.156521,Bot
N,100,0.05166,False,0.447995,True,True,0.307796,0.039502,0.153047,Bot
P,100,0.555588,False,0.062652,True,True,0.08449,0.161084,0.136186,Bot
P,100,0.073736,False,0.178207,False,True,0.265374,0.010202,0.47248,Bot
P,100,0.531383,False,0.042553,True,True,0.013904,0.22201,0.19015,Bot
P,100,0.815959,False,0.008944,True,True,0.006182,0.124479,0.044435,Bot
NONE,100,0.320977,False,0.091706,False,True,0.110556,0.336167,0.140594,Bot
NONE,100,0.019835,False,0.260816,False,True,0.517462,0.060715,0.141172,Bot
N,100,0.077614,False,0.546813,False,True,0.2859,0.035846,0.053827,Bot
N,100,0.003574,False,0.111603,False,True,0.867347,0.002873,0.014603,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
N+,100,0.185381,False,0.219592,True,True,0.197359,0.190957,0.20671,Bot
N,100,0.042199,False,0.471929,True,True,0.227677,0.028768,0.229427,Bot
P,100,0.29827,False,0.3747,False,True,0.14885,0.105619,0.072561,Bot
P,100,0.608298,False,0.088404,False,True,0.122047,0.052489,0.128762,Bot
NONE,100,0.180521,False,0.140309,False,True,0.131099,0.353909,0.194162,Bot
P,100,0.45639,False,0.111019,True,True,0.146537,0.070492,0.215562,Bot
N+,100,0.226601,False,0.377314,True,True,0.156818,0.183095,0.056172,Bot
P,100,0.323149,False,0.189928,True,True,0.056172,0.315272,0.11548,Bot
P,92,0.198782,False,0.219227,True,True,0.106927,0.211651,0.263412,Bot
P,98,0.379898,False,0.138317,True,True,0.037595,0.387956,0.056234,Bot
N,100,0.1267,False,0.342164,False,True,0.195838,0.062213,0.273084,Bot
P+,100,0.193914,False,0.130487,True,True,0.047413,0.109526,0.51866,Bot
N,100,0.065499,False,0.563982,True,True,0.12391,0.050243,0.196366,Bot
NONE,100,0.067311,False,0.261465,False,True,0.49119,0.120278,0.059756,Bot
NONE,100,0.274791,False,0.062018,False,True,0.031721,0.42123,0.21024,Bot
P+,100,0.341756,False,0.064432,False,True,0.05088,0.475292,0.067641,Bot
P+,100,0.197792,False,0.442883,True,True,0.046408,0.240692,0.072225,Bot
P+,92,0.017815,False,0.447842,True,True,0.274932,0.225695,0.033716,Bot
N,100,0.028631,False,0.447707,True,True,0.2925,0.209155,0.022007,Bot
NONE,100,0.052032,False,0.074091,False,True,0.083898,0.008203,0.781776,Bot
NONE,100,0.100006,False,0.264275,False,True,0.134509,0.395695,0.105514,Bot
NONE,100,0.065629,False,0.195948,False,True,0.413214,0.014027,0.311183,Bot
P,100,0.250535,False,0.211181,False,True,0.054326,0.433732,0.050224,Bot
N,92,0.023409,False,0.395673,True,False,0.426951,0.054521,0.099446,Bot
P,100,0.236538,False,0.263488,True,True,0.175351,0.157235,0.167388,Bot
P,86,0.01846,False,0.279514,False,False,0.015464,0.658691,0.027871,Bot
N,100,0.039531,False,0.160336,True,True,0.729854,0.021046,0.049233,Bot
NONE,100,0.215277,False,0.413883,False,True,0.096245,0.149443,0.125153,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
NONE,100,0.118344,False,0.227885,False,True,0.088998,0.264696,0.300077,Bot
NONE,100,0.066634,False,0.204372,False,True,0.066603,0.624769,0.037623,Bot
N,100,0.024316,False,0.206319,True,True,0.42204,0.004979,0.342346,Bot
P+,100,0.211637,False,0.200892,True,True,0.139563,0.27886,0.169049,Bot
NONE,100,0.1873,False,0.275295,False,True,0.332777,0.016713,0.187916,Bot
NONE,100,0.102936,False,0.303881,False,True,0.273026,0.200047,0.12011,Bot
NONE,100,0.092556,False,0.336606,False,True,0.132131,0.365562,0.073145,Bot
P,100,0.490691,False,0.082427,False,True,0.01703,0.270352,0.1395,Bot
P,100,0.05386,False,0.280602,False,True,0.341389,0.125436,0.198712,Bot
NONE,100,0.203247,False,0.298662,False,True,0.101221,0.268388,0.128481,Bot
N,94,0.052584,False,0.397326,True,False,0.426618,0.048669,0.074803,Bot
P,100,0.188211,False,0.155995,True,True,0.116073,0.362454,0.177267,Bot
P,100,0.035458,False,0.136753,True,True,0.359271,0.032465,0.436053,Bot
NONE,100,0.075635,False,0.190391,False,True,0.054949,0.605415,0.07361,Bot
NONE,100,0.013176,False,0.152215,False,True,0.314523,0.013934,0.506152,Bot
NONE,100,0.316882,False,0.340141,False,True,0.072231,0.094111,0.176634,Bot
P,100,0.192199,False,0.188233,True,True,0.111751,0.338837,0.16898,Bot
P,100,0.039054,False,0.483103,False,True,0.348825,0.087444,0.041575,Bot
NONE,100,0.065086,False,0.416212,False,True,0.328597,0.052031,0.138074,Bot
P,100,0.13756,False,0.151683,False,True,0.2211,0.041527,0.448129,Bot
P+,100,0.306419,False,0.049344,True,True,0.045311,0.549459,0.049466,Bot
N,94,0.031283,False,0.335329,True,False,0.398333,0.188284,0.046772,Bot
P,100,0.113424,False,0.123877,False,True,0.241414,0.39327,0.128015,Bot
NEU,86,0.02454,False,0.310122,False,False,0.523567,0.004738,0.137032,Bot
P,92,0.015879,False,0.126581,False,True,0.683866,0.026815,0.14686,Bot
NONE,100,0.524432,False,0.047128,False,True,0.050585,0.132639,0.245215,Bot
P,97,0.086034,False,0.177215,False,True,0.430094,0.149303,0.157354,Bot
NONE,100,0.198062,False,0.146602,False,True,0.139654,0.287118,0.228564,Bot
NONE,100,0.203533,False,0.111852,False,True,0.079909,0.461925,0.142781,Bot
P,97,0.118307,False,0.386908,False,True,0.11124,0.293644,0.089901,Bot
NONE,100,0.742118,False,0.035931,False,True,0.014964,0.055824,0.151163,Bot
NONE,100,0.077283,False,0.363946,False,True,0.448232,0.05132,0.059219,Bot
P,100,0.076417,False,0.421358,True,True,0.085942,0.008721,0.407561,Bot
P,100,0.209689,False,0.12553,True,True,0.118606,0.37933,0.166845,Bot
NONE,100,0.299096,False,0.20211,False,True,0.173017,0.201807,0.123971,Bot
NEU,94,0.188823,False,0.207205,True,False,0.112528,0.407856,0.083589,Bot
NONE,100,0.07421,False,0.099797,False,True,0.105429,0.160593,0.559971,Bot
N,92,0.086017,False,0.486049,False,True,0.22093,0.080219,0.126784,Bot
NONE,100,0.042596,False,0.073911,False,True,0.126438,0.057395,0.69966,Bot
NONE,100,0.621955,False,0.092552,False,True,0.018612,0.191735,0.075145,Bot
NONE,100,0.198196,False,0.523883,True,True,0.164607,0.050421,0.062894,Bot
NONE,100,0.192471,False,0.313427,False,True,0.240168,0.012568,0.241367,Bot
P,100,0.115177,False,0.529234,False,True,0.198873,0.044445,0.112271,Bot
P,100,0.110549,False,0.270911,True,True,0.178999,0.244321,0.195219,Bot
N,100,0.042482,False,0.268106,True,True,0.128534,0.107256,0.453623,Bot
NONE,100,0.156456,False,0.062999,False,True,0.11685,0.069709,0.593986,Bot
N,98,0.07895,False,0.574328,True,True,0.106475,0.160287,0.07996,Bot
N,100,0.097329,False,0.244815,True,True,0.193538,0.196083,0.268236,Bot
N,100,0.068489,False,0.22479,True,True,0.070106,0.017205,0.61941,Bot
NONE,100,0.091009,False,0.398302,False,True,0.292059,0.088797,0.129833,Bot
NONE,100,0.045444,False,0.279551,False,True,0.329062,0.111984,0.233959,Bot
NONE,100,0.427689,False,0.13142,False,True,0.131743,0.163224,0.145925,Bot
NONE,100,0.272134,False,0.324786,False,True,0.144442,0.209723,0.048915,Bot
P,100,0.207375,False,0.263231,False,True,0.138596,0.043231,0.347567,Bot
N,100,0.015051,False,0.151227,True,True,0.752012,0.008308,0.073403,Bot
P+,100,0.784794,False,0.034132,True,True,0.053338,0.080031,0.047705,Bot
N,100,0.02553,False,0.752453,True,True,0.096035,0.002914,0.123068,Bot
NONE,100,0.15336,False,0.353703,False,True,0.090527,0.025537,0.376873,Bot
NONE,100,0.294028,False,0.113406,False,True,0.187165,0.161061,0.244339,Bot
NONE,100,0.051477,False,0.109874,False,True,0.048374,0.048898,0.741378,Bot
P+,100,0.464527,False,0.137298,False,True,0.116573,0.062887,0.218714,Bot
NEU,84,0.003552,True,0.19157,True,False,0.791338,0.002123,0.011417,Bot
P+,100,0.725592,False,0.037917,True,True,0.010991,0.156015,0.069486,Bot
P+,100,0.130495,False,0.390141,True,True,0.371102,0.026385,0.081877,Bot
P+,100,0.088344,False,0.22807,True,True,0.084209,0.514935,0.084441,Bot
NONE,100,0.165451,False,0.167842,False,True,0.164018,0.237863,0.264826,Bot
P,100,0.576251,False,0.228898,True,True,0.060223,0.049719,0.084909,Bot
NEU,86,0.166125,False,0.395651,True,False,0.280586,0.035719,0.12192,Bot
P,100,0.057017,False,0.080805,False,True,0.032622,0.788874,0.040682,Bot
NONE,100,0.195798,False,0.166442,False,True,0.146452,0.253343,0.237965,Bot
NONE,100,0.154732,False,0.331499,False,True,0.346626,0.06503,0.102114,Bot
P,100,0.2658,False,0.111016,True,True,0.099362,0.372321,0.151501,Bot
P,100,0.018247,False,0.198378,True,True,0.185288,0.566693,0.031394,Bot
N,94,0.247703,False,0.400801,True,False,0.02569,0.265983,0.059823,Bot
N+,92,0.156176,False,0.552684,False,True,0.125967,0.036526,0.128647,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
P,100,0.077948,False,0.412103,True,True,0.059946,0.054306,0.395698,Bot
N,100,0.094977,False,0.243717,False,True,0.097144,0.419049,0.145112,Bot
NONE,100,0.209831,False,0.238551,True,True,0.104724,0.375628,0.071265,Bot
P,100,0.209689,False,0.12553,True,True,0.118606,0.37933,0.166845,Bot
P,100,0.033886,False,0.443911,False,True,0.324894,0.040921,0.156388,Bot
NONE,100,0.137838,False,0.356474,False,True,0.235895,0.117795,0.151998,Bot
NONE,100,0.354873,False,0.382664,False,True,0.158959,0.030847,0.072657,Bot
NONE,100,0.104517,False,0.471031,False,True,0.191197,0.045873,0.187382,Bot
NONE,100,0.313395,False,0.068126,False,True,0.042799,0.336785,0.238895,Bot
P,86,0.082174,False,0.317282,False,False,0.208769,0.041241,0.350533,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
N,100,0.373161,False,0.126443,True,True,0.168284,0.15455,0.177562,Bot
NONE,100,0.139834,False,0.437588,False,True,0.175772,0.018798,0.228009,Bot
NONE,100,0.147396,False,0.270445,False,True,0.143281,0.095199,0.343679,Bot
NONE,100,0.101623,False,0.666497,False,True,0.123685,0.028783,0.079412,Bot
P,92,0.191415,False,0.243107,False,True,0.43407,0.014675,0.116733,Bot
P,92,0.045142,False,0.708837,False,True,0.176253,0.02864,0.041129,Bot
N,100,0.022497,False,0.434107,True,True,0.425393,0.016069,0.101935,Bot
N,94,0.08128,False,0.45851,True,False,0.254142,0.055846,0.150222,Bot
NONE,100,0.092589,False,0.461876,False,True,0.139675,0.039378,0.266482,Bot
N+,100,0.185679,False,0.128292,False,True,0.28368,0.214225,0.188125,Bot
N+,100,0.033361,False,0.65062,True,True,0.255097,0.03604,0.024882,Bot
NONE,100,0.128692,False,0.130418,False,True,0.084194,0.466088,0.190609,Bot
NONE,100,0.125842,False,0.472736,False,True,0.112328,0.169653,0.119441,Bot
P,100,0.23811,False,0.188968,True,True,0.071498,0.152975,0.348449,Bot
N,92,0.426287,False,0.280605,False,True,0.13204,0.080281,0.080787,Bot
P+,100,0.241296,False,0.215947,False,True,0.190697,0.206155,0.145906,Bot
N,100,0.026545,False,0.134041,False,True,0.199886,0.024309,0.61522,Bot
NONE,100,0.036524,False,0.144482,False,True,0.048372,0.726153,0.044469,Bot
P,100,0.182301,False,0.154217,True,True,0.170082,0.298054,0.195347,Bot
P,100,0.19555,False,0.30174,True,True,0.095778,0.055063,0.351868,Bot
NONE,100,0.170697,False,0.274892,False,True,0.174149,0.10819,0.272072,Bot
N+,100,0.059584,False,0.240689,True,True,0.326849,0.046092,0.326786,Bot
NONE,100,0.150349,False,0.336531,False,True,0.213767,0.065245,0.234109,Bot
P,100,0.330115,False,0.135176,True,True,0.231529,0.210259,0.09292,Bot
NONE,100,0.027735,False,0.301059,False,True,0.328151,0.004582,0.338472,Bot
P,92,0.01425,False,0.62479,True,True,0.124808,0.152783,0.083369,Bot
NONE,100,0.180521,False,0.140309,False,True,0.131099,0.353909,0.194162,Bot
NONE,100,0.035283,False,0.507455,False,True,0.1217,0.005982,0.329579,Bot
NEU,86,0.02627,False,0.782064,False,False,0.124114,0.014137,0.053415,Bot
NONE,100,0.118204,False,0.289103,False,True,0.201192,0.188395,0.203106,Bot
N+,100,0.029064,False,0.64835,True,True,0.256625,0.015318,0.050643,Bot
NONE,100,0.280938,False,0.240282,True,True,0.147582,0.089282,0.241916,Bot
NONE,100,0.050142,False,0.344785,False,True,0.166771,0.371105,0.067198,Bot
P,100,0.587075,False,0.046531,False,True,0.101042,0.057343,0.208009,Bot
P,86,0.00222,False,0.048568,True,False,0.927177,0.001468,0.020567,Bot
NONE,100,0.248613,False,0.150806,False,True,0.199099,0.194284,0.207198,Bot
P+,100,0.088661,False,0.121442,True,True,0.040315,0.161613,0.587969,Bot
NONE,100,0.076278,False,0.554642,False,True,0.111932,0.006544,0.250604,Bot
P,92,0.066188,False,0.130953,True,True,0.113849,0.026279,0.662731,Bot
P,100,0.209312,False,0.144006,True,True,0.171302,0.322785,0.152595,Bot
N,100,0.022059,False,0.828789,True,True,0.061666,0.013084,0.074402,Bot
NONE,100,0.027489,False,0.216064,False,True,0.276555,0.294544,0.185348,Bot
NONE,100,0.328578,False,0.174079,False,True,0.180779,0.161135,0.155429,Bot
P,100,0.2658,False,0.111016,True,True,0.099362,0.372321,0.151501,Bot
P,100,0.163246,False,0.261305,True,True,0.187583,0.223102,0.164764,Bot
N,100,0.215851,False,0.050295,True,True,0.030588,0.021496,0.68177,Bot
N,94,0.085905,False,0.057345,True,False,0.024298,0.051321,0.781132,Bot
P,100,0.137668,False,0.133373,True,True,0.132894,0.053473,0.542593,Bot
N,92,0.050088,False,0.274224,False,True,0.443683,0.110046,0.121961,Bot
P,100,0.301926,False,0.274944,True,True,0.11998,0.021766,0.281384,Bot
NONE,100,0.091716,False,0.320644,False,True,0.153887,0.294531,0.139223,Bot
P,100,0.138407,False,0.212464,True,True,0.221596,0.23584,0.191693,Bot
N,100,0.037456,False,0.128024,False,True,0.512962,0.092368,0.229189,Bot
NONE,100,0.52203,False,0.077858,False,True,0.062324,0.199544,0.138243,Bot
N,90,0.518773,True,0.241741,False,True,0.100906,0.036967,0.101613,Bot
NONE,100,0.235476,False,0.24094,False,True,0.163248,0.214111,0.146225,Bot
NEU,86,0.133885,False,0.271311,False,False,0.419142,0.017574,0.158087,Bot
P,100,0.209689,False,0.12553,True,True,0.118606,0.37933,0.166845,Bot
N,86,0.057981,False,0.258668,True,False,0.409609,0.024986,0.248756,Bot
NONE,100,0.20259,False,0.136551,False,True,0.134856,0.245041,0.280962,Bot
P,100,0.024049,False,0.731132,False,True,0.061861,0.026208,0.156749,Bot
NONE,100,0.177863,False,0.144246,False,True,0.135038,0.313738,0.229115,Bot
NONE,100,0.226167,False,0.112487,False,True,0.132663,0.341542,0.187142,Bot
P+,100,0.306419,False,0.049344,True,True,0.045311,0.549459,0.049466,Bot
P,100,0.055443,False,0.039099,False,True,0.041888,0.725169,0.138402,Bot
P,100,0.20972,False,0.156238,True,True,0.186339,0.288246,0.159457,Bot
P+,100,0.445832,False,0.113808,False,True,0.202566,0.14956,0.088234,Bot
NEU,86,0.016099,False,0.148157,True,False,0.726737,0.068249,0.040758,Bot
NONE,100,0.528274,False,0.286554,False,True,0.067742,0.023238,0.094193,Bot
NEU,86,0.022827,False,0.354061,True,False,0.407191,0.01341,0.202511,Bot
N,100,0.123092,False,0.272029,False,True,0.164757,0.044151,0.39597,Bot
NONE,100,0.169217,False,0.272734,False,True,0.186114,0.0767,0.295235,Bot
NEU,94,0.031487,False,0.427548,True,False,0.204915,0.143121,0.192929,Bot
NEU,94,0.136427,False,0.351274,False,False,0.096585,0.024736,0.390977,Bot
NONE,100,0.038706,False,0.624096,False,True,0.26157,0.012648,0.06298,Bot
NEU,84,0.205339,True,0.198032,True,False,0.198302,0.09564,0.302688,Bot
P,100,0.284304,False,0.091809,True,True,0.214752,0.282579,0.126556,Bot
NONE,100,0.475474,False,0.212385,True,True,0.030788,0.182321,0.099032,Bot
NONE,100,0.097752,False,0.47112,False,True,0.135068,0.015471,0.280589,Bot
N,100,0.056672,False,0.009436,True,True,0.006454,0.004532,0.922906,Bot
NEU,86,0.026336,False,0.694478,True,False,0.174351,0.002572,0.102263,Bot
NONE,100,0.218771,False,0.227428,False,True,0.099698,0.293501,0.160603,Bot
P+,98,0.319153,False,0.384819,False,True,0.165082,0.016144,0.114801,Bot
P+,100,0.151733,False,0.350497,False,True,0.221063,0.069541,0.207167,Bot
NONE,100,0.150349,False,0.336531,False,True,0.213767,0.065245,0.234109,Bot
NONE,100,0.203637,False,0.172208,False,True,0.181983,0.200408,0.241764,Bot
NONE,100,0.20259,False,0.136551,False,True,0.134856,0.245041,0.280962,Bot
P,100,0.209312,False,0.144006,True,True,0.171302,0.322785,0.152595,Bot
P,100,0.077464,False,0.333589,True,True,0.148948,0.055445,0.384554,Bot
P,100,0.19765,False,0.298857,False,True,0.167269,0.259297,0.076926,Bot
P,100,0.102771,False,0.526449,False,True,0.241913,0.010363,0.118505,Bot
NONE,100,0.112161,False,0.376528,False,True,0.24361,0.115234,0.152467,Bot
P,94,0.089622,False,0.412637,True,False,0.310757,0.038298,0.148686,Bot
N,92,0.204757,False,0.220643,True,False,0.19362,0.177753,0.203227,Bot
P,100,0.028569,False,0.483844,True,True,0.184168,0.117202,0.186217,Bot
N,92,0.091973,False,0.463231,True,False,0.288395,0.059198,0.097202,Bot
NONE,100,0.141535,False,0.217987,False,True,0.343375,0.013613,0.28349,Bot
P,100,0.291908,False,0.342105,False,True,0.181279,0.144233,0.040475,Bot
P+,100,0.041159,False,0.4436,False,True,0.439909,0.035478,0.039855,Bot
P,98,0.229835,False,0.278847,True,True,0.091101,0.250273,0.149944,Bot
NONE,100,0.129235,False,0.391996,False,True,0.140643,0.043312,0.294814,Bot
NEU,86,0.012789,False,0.180585,True,False,0.752971,0.013105,0.04055,Bot
P,100,0.404087,False,0.114387,False,True,0.180999,0.160656,0.139871,Bot
N+,100,0.11292,False,0.270175,True,True,0.278445,0.086428,0.252031,Bot
P,100,0.133157,False,0.153713,True,True,0.209249,0.433607,0.070274,Bot
N,100,0.017481,False,0.678585,True,True,0.19102,0.02599,0.086925,Bot
N+,100,0.024718,False,0.507199,True,True,0.310585,0.023268,0.13423,Bot
NONE,100,0.03703,False,0.051165,False,True,0.107662,0.021513,0.78263,Bot
P,100,0.131678,False,0.262461,True,True,0.426675,0.040514,0.138672,Bot
NONE,100,0.165451,False,0.167842,False,True,0.164018,0.237863,0.264826,Bot
P,100,0.635757,False,0.016804,True,True,0.015019,0.269547,0.062872,Bot
NONE,100,0.03188,False,0.376933,False,True,0.328468,0.091371,0.171347,Bot
N+,100,0.010942,False,0.312637,True,True,0.638395,0.006564,0.031462,Bot
P,92,0.050248,False,0.115515,False,True,0.107954,0.47902,0.247263,Bot
NONE,100,0.042936,False,0.60507,True,True,0.158522,0.026254,0.167218,Bot
N,100,0.030271,False,0.194195,False,True,0.110592,0.032568,0.632374,Bot
NEU,94,0.078458,False,0.581483,True,False,0.117174,0.020516,0.202369,Bot
NONE,100,0.101501,False,0.321232,False,True,0.111596,0.08493,0.38074,Bot
P+,100,0.091238,False,0.419209,True,True,0.227377,0.129516,0.132659,Bot
NEU,86,0.005502,False,0.163024,False,False,0.805438,0.003623,0.022413,Bot
NONE,100,0.214697,False,0.141542,False,True,0.125297,0.332317,0.186146,Bot
NONE,100,0.328578,False,0.174079,False,True,0.180779,0.161135,0.155429,Bot
P,100,0.018957,False,0.421396,True,True,0.498484,0.023133,0.038029,Bot
P,94,0.216197,False,0.188094,True,False,0.06662,0.129068,0.400021,Bot
