@relation 'trainwsae-weka.filters.unsupervised.attribute.Remove-R1-3,5,8-9'

@attribute sadness numeric
@attribute class {Bot,Human}
@attribute fear numeric
@attribute anger numeric
@attribute surprise numeric
@attribute joy numeric

@data
0.167842,Bot,0.264826,0.164018,0.237863,0.165451
0.228898,Bot,0.084909,0.060223,0.049719,0.576251
0.395651,Bot,0.12192,0.280586,0.035719,0.166125
0.080805,Bot,0.040682,0.032622,0.788874,0.057017
0.166442,Bot,0.237965,0.146452,0.253343,0.195798
0.331499,Bot,0.102114,0.346626,0.06503,0.154732
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.198378,Bot,0.031394,0.185288,0.566693,0.018247
0.400801,Bot,0.059823,0.02569,0.265983,0.247703
0.552684,Bot,0.128647,0.125967,0.036526,0.156176
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.412103,Bot,0.395698,0.059946,0.054306,0.077948
0.243717,Bot,0.145112,0.097144,0.419049,0.094977
0.238551,Bot,0.071265,0.104724,0.375628,0.209831
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.443911,Bot,0.156388,0.324894,0.040921,0.033886
0.356474,Bot,0.151998,0.235895,0.117795,0.137838
0.382664,Bot,0.072657,0.158959,0.030847,0.354873
0.471031,Bot,0.187382,0.191197,0.045873,0.104517
0.068126,Bot,0.238895,0.042799,0.336785,0.313395
0.317282,Bot,0.350533,0.208769,0.041241,0.082174
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.126443,Bot,0.177562,0.168284,0.15455,0.373161
0.437588,Bot,0.228009,0.175772,0.018798,0.139834
0.270445,Bot,0.343679,0.143281,0.095199,0.147396
0.666497,Bot,0.079412,0.123685,0.028783,0.101623
0.243107,Bot,0.116733,0.43407,0.014675,0.191415
0.708837,Bot,0.041129,0.176253,0.02864,0.045142
0.434107,Bot,0.101935,0.425393,0.016069,0.022497
0.45851,Bot,0.150222,0.254142,0.055846,0.08128
0.461876,Bot,0.266482,0.139675,0.039378,0.092589
0.128292,Bot,0.188125,0.28368,0.214225,0.185679
0.65062,Bot,0.024882,0.255097,0.03604,0.033361
0.130418,Bot,0.190609,0.084194,0.466088,0.128692
0.472736,Bot,0.119441,0.112328,0.169653,0.125842
0.188968,Bot,0.348449,0.071498,0.152975,0.23811
0.280605,Bot,0.080787,0.13204,0.080281,0.426287
0.215947,Bot,0.145906,0.190697,0.206155,0.241296
0.134041,Bot,0.61522,0.199886,0.024309,0.026545
0.144482,Bot,0.044469,0.048372,0.726153,0.036524
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.30174,Bot,0.351868,0.095778,0.055063,0.19555
0.274892,Bot,0.272072,0.174149,0.10819,0.170697
0.240689,Bot,0.326786,0.326849,0.046092,0.059584
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.135176,Bot,0.09292,0.231529,0.210259,0.330115
0.301059,Bot,0.338472,0.328151,0.004582,0.027735
0.62479,Bot,0.083369,0.124808,0.152783,0.01425
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.507455,Bot,0.329579,0.1217,0.005982,0.035283
0.782064,Bot,0.053415,0.124114,0.014137,0.02627
0.289103,Bot,0.203106,0.201192,0.188395,0.118204
0.64835,Bot,0.050643,0.256625,0.015318,0.029064
0.240282,Bot,0.241916,0.147582,0.089282,0.280938
0.344785,Bot,0.067198,0.166771,0.371105,0.050142
0.046531,Bot,0.208009,0.101042,0.057343,0.587075
0.048568,Bot,0.020567,0.927177,0.001468,0.00222
0.150806,Bot,0.207198,0.199099,0.194284,0.248613
0.121442,Bot,0.587969,0.040315,0.161613,0.088661
0.554642,Bot,0.250604,0.111932,0.006544,0.076278
0.130953,Bot,0.662731,0.113849,0.026279,0.066188
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.828789,Bot,0.074402,0.061666,0.013084,0.022059
0.216064,Bot,0.185348,0.276555,0.294544,0.027489
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.261305,Bot,0.164764,0.187583,0.223102,0.163246
0.050295,Bot,0.68177,0.030588,0.021496,0.215851
0.057345,Bot,0.781132,0.024298,0.051321,0.085905
0.133373,Bot,0.542593,0.132894,0.053473,0.137668
0.274224,Bot,0.121961,0.443683,0.110046,0.050088
0.274944,Bot,0.281384,0.11998,0.021766,0.301926
0.320644,Bot,0.139223,0.153887,0.294531,0.091716
0.212464,Bot,0.191693,0.221596,0.23584,0.138407
0.128024,Bot,0.229189,0.512962,0.092368,0.037456
0.077858,Bot,0.138243,0.062324,0.199544,0.52203
0.241741,Bot,0.101613,0.100906,0.036967,0.518773
0.24094,Bot,0.146225,0.163248,0.214111,0.235476
0.271311,Bot,0.158087,0.419142,0.017574,0.133885
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.258668,Bot,0.248756,0.409609,0.024986,0.057981
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.731132,Bot,0.156749,0.061861,0.026208,0.024049
0.144246,Bot,0.229115,0.135038,0.313738,0.177863
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.049344,Bot,0.049466,0.045311,0.549459,0.306419
0.039099,Bot,0.138402,0.041888,0.725169,0.055443
0.156238,Bot,0.159457,0.186339,0.288246,0.20972
0.113808,Bot,0.088234,0.202566,0.14956,0.445832
0.148157,Bot,0.040758,0.726737,0.068249,0.016099
0.286554,Bot,0.094193,0.067742,0.023238,0.528274
0.354061,Bot,0.202511,0.407191,0.01341,0.022827
0.272029,Bot,0.39597,0.164757,0.044151,0.123092
0.272734,Bot,0.295235,0.186114,0.0767,0.169217
0.427548,Bot,0.192929,0.204915,0.143121,0.031487
0.351274,Bot,0.390977,0.096585,0.024736,0.136427
0.624096,Bot,0.06298,0.26157,0.012648,0.038706
0.198032,Bot,0.302688,0.198302,0.09564,0.205339
0.091809,Bot,0.126556,0.214752,0.282579,0.284304
0.212385,Bot,0.099032,0.030788,0.182321,0.475474
0.47112,Bot,0.280589,0.135068,0.015471,0.097752
0.009436,Bot,0.922906,0.006454,0.004532,0.056672
0.694478,Bot,0.102263,0.174351,0.002572,0.026336
0.227428,Bot,0.160603,0.099698,0.293501,0.218771
0.384819,Bot,0.114801,0.165082,0.016144,0.319153
0.350497,Bot,0.207167,0.221063,0.069541,0.151733
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.172208,Bot,0.241764,0.181983,0.200408,0.203637
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.333589,Bot,0.384554,0.148948,0.055445,0.077464
0.298857,Bot,0.076926,0.167269,0.259297,0.19765
0.526449,Bot,0.118505,0.241913,0.010363,0.102771
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.412637,Bot,0.148686,0.310757,0.038298,0.089622
0.220643,Bot,0.203227,0.19362,0.177753,0.204757
0.483844,Bot,0.186217,0.184168,0.117202,0.028569
0.463231,Bot,0.097202,0.288395,0.059198,0.091973
0.217987,Bot,0.28349,0.343375,0.013613,0.141535
0.342105,Bot,0.040475,0.181279,0.144233,0.291908
0.4436,Bot,0.039855,0.439909,0.035478,0.041159
0.278847,Bot,0.149944,0.091101,0.250273,0.229835
0.391996,Bot,0.294814,0.140643,0.043312,0.129235
0.180585,Bot,0.04055,0.752971,0.013105,0.012789
0.114387,Bot,0.139871,0.180999,0.160656,0.404087
0.270175,Bot,0.252031,0.278445,0.086428,0.11292
0.153713,Bot,0.070274,0.209249,0.433607,0.133157
0.678585,Bot,0.086925,0.19102,0.02599,0.017481
0.507199,Bot,0.13423,0.310585,0.023268,0.024718
0.051165,Bot,0.78263,0.107662,0.021513,0.03703
0.262461,Bot,0.138672,0.426675,0.040514,0.131678
0.167842,Bot,0.264826,0.164018,0.237863,0.165451
0.016804,Bot,0.062872,0.015019,0.269547,0.635757
0.376933,Bot,0.171347,0.328468,0.091371,0.03188
0.312637,Bot,0.031462,0.638395,0.006564,0.010942
0.115515,Bot,0.247263,0.107954,0.47902,0.050248
0.60507,Bot,0.167218,0.158522,0.026254,0.042936
0.194195,Bot,0.632374,0.110592,0.032568,0.030271
0.581483,Bot,0.202369,0.117174,0.020516,0.078458
0.321232,Bot,0.38074,0.111596,0.08493,0.101501
0.419209,Bot,0.132659,0.227377,0.129516,0.091238
0.163024,Bot,0.022413,0.805438,0.003623,0.005502
0.141542,Bot,0.186146,0.125297,0.332317,0.214697
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.421396,Bot,0.038029,0.498484,0.023133,0.018957
0.188094,Bot,0.400021,0.06662,0.129068,0.216197
0.244215,Bot,0.240513,0.135571,0.009291,0.370411
0.142785,Bot,0.462893,0.346777,0.011864,0.035681
0.196094,Bot,0.332681,0.038465,0.012511,0.42025
0.180148,Bot,0.151795,0.478099,0.075409,0.114549
0.459176,Bot,0.397373,0.082883,0.005482,0.055086
0.699379,Bot,0.017021,0.067997,0.203347,0.012256
0.550483,Bot,0.108413,0.308329,0.018558,0.014217
0.230245,Bot,0.218799,0.137202,0.283639,0.130115
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.423565,Bot,0.094524,0.153387,0.089969,0.238555
0.240942,Bot,0.097274,0.049219,0.236286,0.376279
0.269981,Bot,0.113716,0.243765,0.178264,0.194275
0.124128,Bot,0.168905,0.038631,0.388008,0.280328
0.308463,Bot,0.217377,0.420946,0.010171,0.043043
0.212765,Bot,0.116313,0.178099,0.334979,0.157845
0.167777,Bot,0.228352,0.140289,0.14709,0.316492
0.32775,Bot,0.124446,0.121674,0.2783,0.147829
0.390292,Bot,0.068273,0.502241,0.010172,0.029022
0.231623,Bot,0.269068,0.448874,0.005436,0.044999
0.163829,Bot,0.081758,0.093659,0.285846,0.374908
0.188772,Bot,0.107539,0.213993,0.093281,0.396415
0.523398,Bot,0.121122,0.279409,0.006123,0.069949
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.236501,Bot,0.404894,0.259546,0.017199,0.081861
0.138152,Bot,0.217057,0.22216,0.214741,0.20789
0.215928,Bot,0.09309,0.141723,0.247132,0.302127
0.211651,Bot,0.248605,0.187508,0.115114,0.237122
0.184315,Bot,0.043089,0.045135,0.570452,0.15701
0.057138,Bot,0.070639,0.024299,0.12895,0.718973
0.427549,Bot,0.216383,0.240124,0.017319,0.098624
0.168942,Bot,0.38293,0.334722,0.026711,0.086694
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.452853,Bot,0.07116,0.413646,0.033692,0.028649
0.399925,Bot,0.039223,0.523623,0.020482,0.016747
0.348419,Bot,0.384092,0.052341,0.031412,0.183736
0.265474,Bot,0.259194,0.346281,0.041405,0.087645
0.446322,Bot,0.135138,0.332119,0.055025,0.031396
0.149921,Bot,0.385637,0.157715,0.099233,0.207495
0.636408,Bot,0.074239,0.148773,0.035968,0.104612
0.141542,Bot,0.186146,0.125297,0.332317,0.214697
0.342779,Bot,0.275523,0.079564,0.226036,0.076098
0.284273,Bot,0.176944,0.387094,0.096885,0.054803
0.092942,Bot,0.029148,0.045975,0.550858,0.281076
0.149142,Bot,0.216649,0.254974,0.290516,0.088719
0.066385,Bot,0.01786,0.890663,0.01338,0.011713
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.222373,Bot,0.08564,0.029666,0.098117,0.564203
0.30828,Bot,0.13092,0.429884,0.067064,0.063853
0.212023,Bot,0.200757,0.093232,0.158321,0.335666
0.303695,Bot,0.196212,0.292915,0.180284,0.026894
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.210859,Bot,0.294082,0.163595,0.110784,0.220679
0.285091,Bot,0.225798,0.131543,0.229777,0.127792
0.071201,Bot,0.102279,0.041235,0.43279,0.352495
0.252795,Bot,0.36776,0.104652,0.228716,0.046077
0.482355,Bot,0.326866,0.110136,0.017769,0.062874
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.094507,Bot,0.164272,0.647736,0.021013,0.072472
0.173476,Bot,0.247415,0.212209,0.182569,0.184332
0.517952,Bot,0.144905,0.30141,0.007736,0.027997
0.34805,Bot,0.146708,0.162465,0.029719,0.313058
0.194318,Bot,0.277738,0.195556,0.201257,0.131131
0.415442,Bot,0.211759,0.263364,0.047015,0.062419
0.140682,Bot,0.14431,0.102019,0.547634,0.065355
0.371714,Bot,0.186252,0.090058,0.070317,0.281659
0.3508,Bot,0.099138,0.466178,0.020932,0.062952
0.554301,Bot,0.210691,0.090255,0.008964,0.135789
0.221576,Bot,0.171997,0.145635,0.234451,0.226341
0.254552,Bot,0.222855,0.311154,0.124617,0.086822
0.121,Bot,0.041422,0.016469,0.454981,0.366128
0.352701,Bot,0.221137,0.296129,0.018815,0.111218
0.297705,Bot,0.106466,0.313174,0.016242,0.266413
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.275681,Bot,0.211024,0.109231,0.257915,0.14615
0.196929,Bot,0.213411,0.15848,0.251536,0.179644
0.401329,Bot,0.320125,0.058941,0.037877,0.181729
0.21421,Bot,0.150502,0.199439,0.143168,0.292681
0.092435,Bot,0.086141,0.196003,0.499744,0.125677
0.114406,Bot,0.599869,0.09348,0.088268,0.103978
0.408811,Bot,0.119321,0.216149,0.184013,0.071706
0.539646,Bot,0.098172,0.232875,0.07758,0.051727
0.236744,Bot,0.155899,0.058894,0.388736,0.159727
0.301476,Bot,0.102174,0.042764,0.030381,0.523205
0.230501,Bot,0.181631,0.161306,0.218109,0.208453
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.265569,Bot,0.095293,0.444969,0.16803,0.026139
0.106199,Bot,0.041775,0.171608,0.555262,0.125156
0.57917,Bot,0.115626,0.113998,0.045902,0.145303
0.275627,Bot,0.37701,0.185957,0.094305,0.067102
0.332394,Bot,0.130449,0.494635,0.035596,0.006927
0.585397,Bot,0.051092,0.218544,0.085339,0.059628
0.155324,Bot,0.303927,0.125259,0.076381,0.339109
0.087653,Bot,0.758253,0.117872,0.008517,0.027706
0.348113,Bot,0.079341,0.484644,0.063016,0.024887
0.404803,Bot,0.196059,0.218858,0.119164,0.061116
0.421311,Bot,0.190389,0.110419,0.01588,0.262001
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.29969,Bot,0.356642,0.186475,0.021798,0.135394
0.090455,Bot,0.128441,0.075978,0.091051,0.614075
0.572908,Bot,0.054872,0.313037,0.023708,0.035475
0.216745,Bot,0.244859,0.418348,0.066598,0.05345
0.364614,Bot,0.116716,0.288438,0.189238,0.040994
0.22188,Bot,0.054303,0.599645,0.104012,0.02016
0.131631,Bot,0.493004,0.114063,0.062315,0.198986
0.277917,Bot,0.120787,0.200129,0.100628,0.30054
0.428211,Bot,0.139289,0.20103,0.096462,0.135008
0.199755,Bot,0.172922,0.063516,0.533087,0.03072
0.252818,Bot,0.189245,0.268456,0.041414,0.248067
0.388926,Bot,0.244775,0.18093,0.075068,0.110301
0.129486,Bot,0.240652,0.133107,0.361315,0.13544
0.838598,Bot,0.013787,0.10066,0.005548,0.041408
0.255803,Bot,0.175781,0.123166,0.31129,0.13396
0.125613,Bot,0.488224,0.086438,0.207877,0.091849
0.194321,Bot,0.136686,0.103967,0.42455,0.140477
0.422145,Bot,0.242243,0.134114,0.023622,0.177876
0.446298,Bot,0.151807,0.258114,0.0906,0.053182
0.307223,Bot,0.06456,0.079038,0.073493,0.475687
0.142205,Bot,0.152078,0.054445,0.193216,0.458057
0.55938,Bot,0.125937,0.231231,0.053815,0.029638
0.305421,Bot,0.182611,0.114175,0.209042,0.18875
0.154163,Bot,0.214515,0.05847,0.04434,0.528512
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.164652,Bot,0.210518,0.075249,0.138385,0.411197
0.123445,Bot,0.660087,0.055152,0.039822,0.121495
0.330946,Bot,0.096229,0.358127,0.170824,0.043873
0.348786,Bot,0.291792,0.160391,0.011899,0.187132
0.139802,Bot,0.170189,0.135889,0.390794,0.163326
0.212464,Bot,0.191693,0.221596,0.23584,0.138407
0.177823,Bot,0.077089,0.058615,0.141401,0.545072
0.312668,Bot,0.156348,0.31372,0.184588,0.032676
0.17216,Bot,0.120061,0.036926,0.201337,0.469516
0.486686,Bot,0.35098,0.121707,0.005353,0.035274
0.359782,Bot,0.260947,0.161836,0.074285,0.14315
0.489279,Bot,0.073083,0.108522,0.223459,0.105657
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.243314,Bot,0.523049,0.092052,0.074335,0.067249
0.178829,Bot,0.054421,0.123839,0.617742,0.025169
0.405226,Bot,0.089688,0.329205,0.102288,0.073594
0.116168,Bot,0.095513,0.026668,0.437359,0.324292
0.216166,Bot,0.114743,0.625119,0.030785,0.013187
0.188165,Bot,0.13903,0.061353,0.088054,0.523398
0.049344,Bot,0.049466,0.045311,0.549459,0.306419
0.137355,Bot,0.462699,0.023422,0.031994,0.34453
0.206246,Bot,0.224294,0.070534,0.374188,0.124739
0.363709,Bot,0.430186,0.094797,0.045716,0.065592
0.168341,Bot,0.242904,0.177027,0.212283,0.199446
0.207749,Bot,0.259544,0.173304,0.321507,0.037896
0.142613,Bot,0.155538,0.100396,0.466823,0.13463
0.344551,Bot,0.202679,0.285675,0.068781,0.098315
0.33422,Bot,0.087631,0.045847,0.163866,0.368436
0.293871,Bot,0.215736,0.412202,0.012896,0.065295
0.155462,Bot,0.629044,0.141575,0.00676,0.067159
0.184788,Bot,0.214437,0.533012,0.008639,0.059123
0.172422,Bot,0.388704,0.120894,0.249658,0.068323
0.484178,Bot,0.219746,0.032571,0.173435,0.09007
0.222023,Bot,0.320346,0.218712,0.155205,0.083714
0.460882,Bot,0.07277,0.287716,0.056356,0.122276
0.277209,Bot,0.138213,0.220361,0.202672,0.161546
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.105583,Bot,0.090406,0.498165,0.045609,0.260238
0.104498,Bot,0.089054,0.033998,0.181639,0.590811
0.147791,Bot,0.165172,0.292843,0.093276,0.300917
0.198426,Bot,0.123191,0.230705,0.361473,0.086205
0.174079,Bot,0.155429,0.180779,0.161135,0.328578
0.421396,Bot,0.038029,0.498484,0.023133,0.018957
0.091983,Bot,0.215908,0.176214,0.301472,0.214423
0.794319,Bot,0.100004,0.061004,0.025683,0.018989
0.200025,Bot,0.054368,0.098592,0.461534,0.185481
0.205032,Bot,0.437857,0.070092,0.127627,0.159391
0.183395,Bot,0.418102,0.128181,0.018225,0.252097
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.228745,Bot,0.217107,0.16579,0.213111,0.175247
0.161914,Bot,0.242107,0.096602,0.337023,0.162354
0.056988,Bot,0.019737,0.90259,0.007949,0.012736
0.010364,Bot,0.037224,0.005776,0.389145,0.55749
0.152864,Bot,0.71345,0.072138,0.027194,0.034354
0.24345,Bot,0.072375,0.309578,0.251042,0.123555
0.162278,Bot,0.171619,0.08961,0.087658,0.488834
0.14096,Bot,0.127825,0.072972,0.293775,0.364468
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.23032,Bot,0.232998,0.190579,0.261886,0.084216
0.171658,Bot,0.092823,0.151708,0.313345,0.270465
0.024349,Bot,0.0625,0.005534,0.166519,0.741099
0.463846,Bot,0.201055,0.200128,0.057182,0.077789
0.302136,Bot,0.085286,0.354266,0.176984,0.081328
0.506196,Bot,0.05852,0.176973,0.179501,0.078809
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.300416,Bot,0.081516,0.096045,0.065221,0.456801
0.393391,Bot,0.154488,0.256015,0.068689,0.127416
0.288765,Bot,0.362315,0.130121,0.07798,0.140819
0.378128,Bot,0.169798,0.240033,0.152783,0.059259
0.498518,Bot,0.164847,0.114972,0.079176,0.142487
0.112487,Bot,0.187142,0.132663,0.341542,0.226167
0.159331,Bot,0.500792,0.120676,0.054459,0.164743
0.244893,Bot,0.355935,0.141207,0.145064,0.112901
0.146602,Bot,0.228564,0.139654,0.287118,0.198062
0.184919,Bot,0.189363,0.55809,0.006389,0.061238
0.24239,Bot,0.282903,0.297023,0.136285,0.041399
0.421433,Bot,0.081396,0.08021,0.145902,0.271059
0.248321,Bot,0.122957,0.070936,0.515929,0.041857
0.063867,Bot,0.124913,0.01695,0.1125,0.68177
0.234927,Bot,0.335489,0.162023,0.153444,0.114118
0.535896,Bot,0.077696,0.123676,0.100877,0.161854
0.313207,Bot,0.240047,0.072811,0.215321,0.158614
0.025877,Bot,0.035113,0.012162,0.635502,0.291346
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.365626,Bot,0.068238,0.052367,0.418876,0.094893
0.380181,Bot,0.359287,0.204291,0.004547,0.051693
0.442367,Bot,0.073976,0.434748,0.019282,0.029627
0.31322,Bot,0.169608,0.342326,0.031594,0.143252
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.306041,Bot,0.273068,0.110636,0.238539,0.071715
0.445863,Bot,0.042826,0.141669,0.345082,0.024559
0.404772,Bot,0.370131,0.147828,0.017168,0.060101
0.101498,Bot,0.20698,0.036813,0.015869,0.638841
0.348465,Bot,0.252484,0.238254,0.110536,0.050261
0.107696,Bot,0.027398,0.859299,0.001826,0.003781
0.418873,Bot,0.204946,0.133635,0.062764,0.179783
0.532928,Bot,0.043583,0.36511,0.012388,0.045991
0.144994,Bot,0.190358,0.135366,0.315586,0.213697
0.106149,Bot,0.027642,0.006787,0.697861,0.161561
0.049344,Bot,0.049466,0.045311,0.549459,0.306419
0.190891,Bot,0.082161,0.05177,0.231884,0.443294
0.320235,Bot,0.06996,0.598084,0.003603,0.008118
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.163156,Bot,0.215018,0.099659,0.36251,0.159658
0.310588,Bot,0.177029,0.328235,0.097387,0.086761
0.298971,Bot,0.209597,0.324001,0.041991,0.12544
0.414305,Bot,0.116426,0.337224,0.066002,0.066042
0.5183,Bot,0.076135,0.116768,0.151459,0.137338
0.436544,Bot,0.058785,0.345556,0.07615,0.082964
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.220261,Bot,0.083175,0.10784,0.336007,0.252717
0.217597,Bot,0.088303,0.071338,0.580569,0.042194
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.105199,Bot,0.011596,0.871597,0.007061,0.004547
0.136901,Bot,0.145371,0.580939,0.071238,0.065551
0.117521,Bot,0.127973,0.094184,0.479562,0.18076
0.196335,Bot,0.060938,0.1307,0.549578,0.062449
0.351826,Bot,0.143802,0.222933,0.174057,0.107381
0.185307,Bot,0.323024,0.058757,0.097192,0.33572
0.107516,Bot,0.262592,0.155195,0.305363,0.169335
0.504,Bot,0.148627,0.096913,0.069167,0.181292
0.303884,Bot,0.062179,0.072949,0.407321,0.153666
0.171373,Bot,0.032442,0.037259,0.538278,0.220648
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.314657,Bot,0.14249,0.216789,0.089398,0.236666
0.18487,Bot,0.096664,0.159609,0.308998,0.249859
0.132587,Bot,0.37832,0.316465,0.130597,0.042031
0.053193,Bot,0.014304,0.012905,0.74254,0.177057
0.271155,Bot,0.158846,0.152313,0.153978,0.263708
0.607594,Bot,0.209269,0.130765,0.017706,0.034666
0.27227,Bot,0.115173,0.500449,0.065136,0.046972
0.190391,Bot,0.07361,0.054949,0.605415,0.075635
0.367615,Bot,0.247923,0.163095,0.156672,0.064695
0.278165,Bot,0.126582,0.103783,0.1739,0.317569
0.315491,Bot,0.219385,0.421994,0.010361,0.032769
0.583943,Bot,0.087842,0.168769,0.028812,0.130633
0.038139,Bot,0.065178,0.030461,0.07208,0.794142
0.142715,Bot,0.196491,0.13027,0.32609,0.204434
0.293946,Bot,0.304188,0.141783,0.185087,0.074996
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.423138,Bot,0.324153,0.13426,0.046444,0.072006
0.305516,Bot,0.340977,0.250508,0.026648,0.076351
0.294487,Bot,0.093318,0.097648,0.153445,0.361103
0.072299,Bot,0.164502,0.093455,0.19206,0.477683
0.251359,Bot,0.226099,0.203369,0.069035,0.250137
0.14481,Bot,0.13302,0.091014,0.154926,0.47623
0.500519,Bot,0.266593,0.072421,0.044271,0.116196
0.195268,Bot,0.133951,0.115441,0.05334,0.502
0.337991,Bot,0.080774,0.240353,0.143788,0.197093
0.178362,Bot,0.329398,0.047433,0.121457,0.323351
0.19168,Bot,0.072864,0.716614,0.00533,0.013513
0.166442,Bot,0.237965,0.146452,0.253343,0.195798
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.125357,Bot,0.157193,0.111466,0.396234,0.209751
0.360336,Bot,0.067538,0.08947,0.139865,0.342791
0.126001,Bot,0.182873,0.119611,0.217089,0.354426
0.169136,Bot,0.218346,0.201491,0.208685,0.202342
0.146602,Bot,0.228564,0.139654,0.287118,0.198062
0.114151,Bot,0.701007,0.061818,0.021976,0.101047
0.408672,Bot,0.055158,0.250984,0.044819,0.240366
0.558067,Bot,0.080569,0.28561,0.060425,0.015329
0.183473,Bot,0.109622,0.675405,0.011986,0.019514
0.257266,Bot,0.071646,0.472316,0.058742,0.14003
0.232675,Bot,0.368166,0.235904,0.090087,0.073168
0.157151,Bot,0.122555,0.234986,0.263873,0.221436
0.311323,Bot,0.032257,0.366543,0.24482,0.045057
0.141542,Bot,0.186146,0.125297,0.332317,0.214697
0.148926,Bot,0.061807,0.033074,0.2457,0.510494
0.060926,Bot,0.792196,0.028034,0.037197,0.081647
0.227197,Bot,0.22764,0.147032,0.175651,0.22248
0.336807,Bot,0.031066,0.050194,0.532607,0.049326
0.519794,Bot,0.107315,0.208956,0.097609,0.066327
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.080412,Bot,0.012629,0.019127,0.793022,0.094809
0.263636,Bot,0.06168,0.591769,0.057763,0.025153
0.352338,Bot,0.278578,0.110181,0.171762,0.087142
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.384159,Bot,0.173176,0.273513,0.062907,0.106245
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.139442,Bot,0.238013,0.113795,0.321042,0.187707
0.086604,Bot,0.109619,0.02877,0.754232,0.020775
0.406843,Bot,0.03759,0.522874,0.016994,0.0157
0.525205,Bot,0.056919,0.31238,0.02761,0.077887
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.346828,Bot,0.086048,0.238341,0.262056,0.066727
0.149211,Bot,0.063855,0.67457,0.065671,0.046693
0.451968,Bot,0.087513,0.166705,0.042812,0.251002
0.203723,Bot,0.568135,0.125736,0.082301,0.020105
0.116845,Bot,0.406877,0.120446,0.043434,0.312398
0.224807,Bot,0.367687,0.199848,0.116451,0.091206
0.207719,Bot,0.036338,0.09806,0.57145,0.086432
0.248109,Bot,0.200636,0.332453,0.029853,0.188949
0.390516,Bot,0.090098,0.493975,0.007281,0.01813
0.253202,Bot,0.167573,0.171492,0.22346,0.184273
0.211996,Bot,0.105797,0.066534,0.282993,0.332679
0.155601,Bot,0.218955,0.08412,0.320237,0.221086
0.298845,Bot,0.565777,0.098026,0.002557,0.034795
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.414816,Bot,0.034429,0.050414,0.399651,0.100688
0.15999,Bot,0.389432,0.094381,0.01688,0.339317
0.348442,Bot,0.169441,0.216042,0.123557,0.142517
0.322541,Bot,0.048568,0.236686,0.307341,0.084864
0.332641,Bot,0.214738,0.070588,0.025218,0.356814
0.124785,Bot,0.255647,0.123435,0.240303,0.25583
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
