@relation 'trainwsae-weka.filters.unsupervised.attribute.Remove-R1-3,5,8-9'

@attribute sadness numeric
@attribute class {Bot,Human}
@attribute fear numeric
@attribute anger numeric
@attribute surprise numeric
@attribute joy numeric

@data
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.340942,Bot,0.155711,0.213781,0.229854,0.059713
0.756636,Bot,0.093782,0.118511,0.006082,0.024988
0.372084,Bot,0.145274,0.412508,0.055022,0.015112
0.281854,Bot,0.021678,0.656525,0.015311,0.024632
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.40761,Bot,0.074492,0.223532,0.208073,0.086293
0.094241,Bot,0.148485,0.089452,0.314563,0.353259
0.265428,Bot,0.089885,0.173636,0.437837,0.033214
0.240416,Bot,0.074187,0.420626,0.084626,0.180146
0.11367,Bot,0.144318,0.12961,0.374969,0.237432
0.675967,Bot,0.131994,0.046611,0.106557,0.038872
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.188235,Bot,0.056253,0.065847,0.351405,0.338259
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.148369,Bot,0.129864,0.164089,0.017617,0.540061
0.162008,Bot,0.057028,0.103309,0.186063,0.491592
0.111019,Bot,0.144739,0.691257,0.028461,0.024524
0.534493,Bot,0.082116,0.092664,0.216851,0.073875
0.671048,Bot,0.141612,0.13082,0.035228,0.021291
0.40966,Bot,0.136748,0.333743,0.07942,0.040429
0.177921,Bot,0.463625,0.275107,0.027751,0.055596
0.146947,Bot,0.181849,0.107385,0.316595,0.247224
0.098753,Bot,0.142412,0.063192,0.455427,0.240217
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.146602,Bot,0.228564,0.139654,0.287118,0.198062
0.117504,Bot,0.103472,0.549132,0.167627,0.062265
0.07924,Bot,0.100953,0.095304,0.273291,0.451212
0.402071,Bot,0.433503,0.09961,0.005698,0.059118
0.551908,Bot,0.171356,0.162468,0.009889,0.104379
0.222108,Bot,0.252268,0.441938,0.023562,0.060124
0.330283,Bot,0.214176,0.145353,0.099261,0.210928
0.292181,Bot,0.313696,0.351824,0.006751,0.035549
0.312789,Bot,0.241258,0.110927,0.243212,0.091814
0.095794,Bot,0.257935,0.052397,0.11847,0.475403
0.279738,Bot,0.134416,0.200551,0.030129,0.355166
0.360516,Bot,0.149329,0.287113,0.135058,0.067983
0.424563,Bot,0.132421,0.367578,0.048701,0.026737
0.334182,Bot,0.206699,0.41472,0.013269,0.031131
0.343632,Bot,0.084619,0.262347,0.091531,0.217871
0.761155,Bot,0.045074,0.170457,0.013457,0.009858
0.261201,Bot,0.203513,0.050798,0.216516,0.267971
0.067824,Bot,0.061419,0.047143,0.664543,0.159071
0.141366,Bot,0.308558,0.06617,0.082137,0.401769
0.28635,Bot,0.107801,0.038824,0.305501,0.261525
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.143664,Bot,0.155659,0.134676,0.433722,0.132279
0.149044,Bot,0.183628,0.114144,0.32704,0.226143
0.224494,Bot,0.135702,0.092182,0.201776,0.345847
0.314115,Bot,0.062466,0.026933,0.459341,0.137145
0.571061,Bot,0.203155,0.147532,0.012115,0.066136
0.074552,Bot,0.036062,0.871788,0.006016,0.011582
0.380965,Bot,0.18955,0.257481,0.085918,0.086087
0.215947,Bot,0.145906,0.190697,0.206155,0.241296
0.487755,Bot,0.073727,0.271637,0.021443,0.145437
0.420459,Bot,0.092103,0.37903,0.034932,0.073476
0.429213,Bot,0.260532,0.092126,0.063325,0.154804
0.314879,Bot,0.08713,0.536311,0.022612,0.039069
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.279859,Bot,0.178875,0.104906,0.244664,0.191696
0.030287,Bot,0.772652,0.019958,0.105633,0.07147
0.303415,Bot,0.107834,0.40658,0.123719,0.058452
0.088451,Bot,0.165906,0.036913,0.199604,0.509126
0.086276,Bot,0.022253,0.018915,0.099447,0.77311
0.440522,Bot,0.0771,0.093953,0.27479,0.113634
0.357578,Bot,0.2037,0.328834,0.067711,0.042178
0.012243,Bot,0.001286,0.986244,0.000041,0.000185
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.372016,Bot,0.116185,0.43342,0.027826,0.050553
0.577138,Bot,0.025186,0.230836,0.153452,0.013387
0.57672,Bot,0.037916,0.229955,0.104727,0.050683
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.439431,Bot,0.055617,0.387531,0.016525,0.100895
0.61118,Bot,0.061741,0.260484,0.038245,0.028351
0.095667,Bot,0.24266,0.057261,0.04755,0.556862
0.139422,Bot,0.604913,0.075211,0.149646,0.030807
0.16683,Bot,0.153425,0.15933,0.202952,0.317464
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.070474,Bot,0.497626,0.0574,0.011948,0.362551
0.254782,Bot,0.193801,0.267969,0.128678,0.154771
0.169465,Bot,0.066555,0.134829,0.451216,0.177935
0.3122,Bot,0.143274,0.488942,0.04389,0.011694
0.163525,Bot,0.160875,0.589242,0.013809,0.072548
0.349558,Bot,0.181703,0.147413,0.061194,0.260132
0.129346,Bot,0.276143,0.458046,0.023084,0.113381
0.228306,Bot,0.138075,0.225964,0.110244,0.297411
0.627228,Bot,0.049745,0.294269,0.014157,0.014601
0.23494,Bot,0.099616,0.067443,0.227096,0.370906
0.136187,Bot,0.194916,0.123539,0.343078,0.20228
0.468537,Bot,0.202457,0.205176,0.079073,0.044757
0.187582,Bot,0.174771,0.068261,0.358054,0.211332
0.345273,Bot,0.198387,0.267666,0.108261,0.080414
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.8168,Bot,0.042366,0.058697,0.040734,0.041402
0.017134,Bot,0.01424,0.010658,0.842799,0.115168
0.773894,Bot,0.054756,0.141691,0.010325,0.019333
0.181879,Bot,0.20095,0.035592,0.065936,0.515644
0.194071,Bot,0.297965,0.188822,0.138582,0.18056
0.369916,Bot,0.049015,0.359694,0.092452,0.128924
0.127471,Bot,0.494566,0.124092,0.057805,0.196066
0.031339,Bot,0.19167,0.015918,0.09035,0.670722
0.31277,Bot,0.408358,0.200988,0.01312,0.064765
0.361458,Bot,0.105011,0.335219,0.067758,0.130554
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.14757,Bot,0.157714,0.153388,0.359826,0.181503
0.227079,Bot,0.082881,0.608409,0.009944,0.071686
0.225611,Bot,0.112414,0.21844,0.328491,0.115044
0.151759,Bot,0.199663,0.110106,0.421688,0.116784
0.269159,Bot,0.175455,0.082783,0.084907,0.387696
0.15968,Bot,0.239278,0.175397,0.220682,0.204964
0.110424,Bot,0.44415,0.103863,0.09275,0.248812
0.106817,Bot,0.17578,0.038873,0.17458,0.503949
0.399878,Bot,0.323162,0.136067,0.04561,0.095284
0.13857,Bot,0.185173,0.124762,0.277279,0.274217
0.26778,Bot,0.226884,0.375111,0.027177,0.103048
0.228355,Bot,0.678004,0.06923,0.002705,0.021706
0.152385,Bot,0.19713,0.157336,0.250525,0.242624
0.051446,Bot,0.071534,0.018816,0.136112,0.722093
0.167181,Bot,0.373172,0.152998,0.019959,0.28669
0.160405,Bot,0.106239,0.697945,0.016897,0.018514
0.148444,Bot,0.403961,0.132202,0.248275,0.067117
0.176774,Bot,0.223635,0.158335,0.243171,0.198085
0.125357,Bot,0.157193,0.111466,0.396234,0.209751
0.281558,Bot,0.120782,0.051552,0.488617,0.057492
0.329108,Bot,0.149461,0.367404,0.041316,0.112712
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.327823,Bot,0.079837,0.52725,0.02478,0.040309
0.14198,Bot,0.482058,0.259633,0.07242,0.043909
0.368259,Bot,0.487629,0.056482,0.032905,0.054725
0.20498,Bot,0.431962,0.117874,0.130025,0.11516
0.247501,Bot,0.11114,0.565009,0.055566,0.020785
0.434996,Bot,0.258589,0.096545,0.077298,0.132572
0.51712,Bot,0.076943,0.162378,0.212,0.031559
0.207264,Bot,0.066556,0.548785,0.086613,0.090782
0.184035,Bot,0.549949,0.098579,0.114971,0.052466
0.167281,Bot,0.127834,0.218908,0.101363,0.384613
0.339526,Bot,0.111803,0.493046,0.016619,0.039006
0.075904,Bot,0.030345,0.029114,0.052348,0.812288
0.472066,Bot,0.274262,0.12183,0.01912,0.112722
0.049344,Bot,0.049466,0.045311,0.549459,0.306419
0.679553,Bot,0.039158,0.252341,0.017252,0.011696
0.326297,Bot,0.090233,0.313721,0.128569,0.141179
0.339003,Bot,0.171246,0.274169,0.01779,0.197792
0.590375,Bot,0.08944,0.081043,0.144613,0.094529
0.413855,Bot,0.398629,0.086817,0.006568,0.094132
0.118613,Bot,0.024114,0.046389,0.321248,0.489635
0.315236,Bot,0.251745,0.274037,0.076193,0.082788
0.680582,Bot,0.095367,0.201296,0.008611,0.014145
0.24838,Bot,0.35757,0.083023,0.021955,0.289072
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.112867,Bot,0.238113,0.072842,0.321721,0.254457
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.20134,Bot,0.184072,0.328081,0.241373,0.045134
0.289646,Bot,0.275574,0.248352,0.032898,0.15353
0.54192,Bot,0.047806,0.306301,0.047157,0.056815
0.20359,Bot,0.199365,0.175262,0.173868,0.247916
0.125154,Bot,0.202974,0.619944,0.040229,0.011699
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.297076,Bot,0.270682,0.300818,0.068676,0.062749
0.37286,Bot,0.038932,0.418132,0.074561,0.095514
0.262272,Bot,0.108517,0.116575,0.48628,0.026356
0.181252,Bot,0.084917,0.044016,0.272313,0.417502
0.034526,Bot,0.877534,0.016578,0.029103,0.042259
0.177208,Bot,0.252028,0.203051,0.068829,0.298884
0.148184,Bot,0.110837,0.0643,0.528383,0.148297
0.137601,Bot,0.189619,0.321416,0.073429,0.277935
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.188165,Bot,0.13903,0.061353,0.088054,0.523398
0.278011,Bot,0.252945,0.338373,0.069006,0.061666
0.360056,Bot,0.071645,0.198911,0.34622,0.023169
0.086198,Bot,0.28649,0.041228,0.089831,0.496253
0.232403,Bot,0.190705,0.470278,0.0448,0.061814
0.180513,Bot,0.211744,0.084822,0.314145,0.208775
0.169458,Bot,0.20434,0.133979,0.307669,0.184555
0.136783,Bot,0.339429,0.131249,0.20886,0.183679
0.128422,Bot,0.15385,0.563005,0.02084,0.133883
0.192104,Bot,0.05039,0.066533,0.383677,0.307296
0.184687,Bot,0.242597,0.544372,0.013497,0.014847
0.372278,Bot,0.439129,0.090938,0.007578,0.090077
0.163265,Bot,0.237097,0.183955,0.223423,0.19226
0.257608,Bot,0.036429,0.68214,0.013934,0.009888
0.179183,Bot,0.163223,0.102433,0.333049,0.222111
0.216369,Bot,0.15065,0.105082,0.064937,0.462962
0.081774,Bot,0.367657,0.04188,0.087149,0.42154
0.519063,Bot,0.058334,0.249754,0.06098,0.11187
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.32545,Bot,0.187589,0.377867,0.02154,0.087554
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.164283,Bot,0.240567,0.107582,0.046187,0.441381
0.468798,Bot,0.267223,0.086972,0.019762,0.157244
0.370342,Bot,0.287805,0.13761,0.064536,0.139707
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.41939,Bot,0.164,0.297614,0.050916,0.068081
0.177874,Bot,0.039671,0.154458,0.185805,0.442192
0.031474,Bot,0.021724,0.010828,0.095987,0.839986
0.631969,Bot,0.074417,0.173944,0.045861,0.073809
0.465504,Bot,0.390534,0.10829,0.00545,0.030222
0.1648,Bot,0.279309,0.140166,0.237179,0.178546
0.485655,Bot,0.269209,0.111287,0.015072,0.118776
0.077739,Bot,0.084064,0.070111,0.167804,0.600282
0.157296,Bot,0.296404,0.390827,0.062034,0.09344
0.194473,Bot,0.253894,0.114237,0.196305,0.241091
0.00973,Bot,0.005847,0.002058,0.560066,0.4223
0.232313,Bot,0.074799,0.186606,0.133859,0.372422
0.542595,Bot,0.10561,0.228022,0.062609,0.061165
0.065143,Bot,0.056917,0.047933,0.520395,0.309612
0.226321,Bot,0.138507,0.061406,0.084378,0.489388
0.136187,Bot,0.194916,0.123539,0.343078,0.20228
0.274877,Bot,0.21485,0.453492,0.015719,0.041063
0.422923,Bot,0.31781,0.136515,0.094769,0.027983
0.188407,Bot,0.508046,0.179537,0.079439,0.044571
0.212961,Bot,0.130713,0.575363,0.014141,0.066822
0.904726,Bot,0.032483,0.045314,0.009761,0.007716
0.14348,Bot,0.162753,0.127161,0.349196,0.217409
0.197478,Bot,0.244861,0.169822,0.161878,0.225961
0.136187,Bot,0.194916,0.123539,0.343078,0.20228
0.175763,Bot,0.187134,0.086618,0.118357,0.432127
0.262678,Bot,0.109329,0.088854,0.074608,0.464531
0.228463,Bot,0.310216,0.030169,0.273887,0.157265
0.380098,Bot,0.125344,0.300058,0.156033,0.038468
0.167637,Bot,0.57335,0.108796,0.132687,0.017531
0.036941,Bot,0.050863,0.022743,0.49501,0.394444
0.281289,Bot,0.169586,0.205919,0.14619,0.197016
0.171182,Bot,0.135871,0.142182,0.378206,0.172559
0.105553,Bot,0.221541,0.080947,0.137124,0.454834
0.144246,Bot,0.229115,0.135038,0.313738,0.177863
0.155682,Bot,0.100143,0.02304,0.239943,0.481191
0.628907,Bot,0.085248,0.197954,0.041817,0.046074
0.136551,Bot,0.280962,0.134856,0.245041,0.20259
0.202503,Bot,0.216564,0.189822,0.178217,0.212895
0.521046,Bot,0.114514,0.192886,0.079119,0.092435
0.086398,Bot,0.332595,0.165208,0.021031,0.394767
0.234698,Bot,0.418967,0.287523,0.033325,0.025488
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.322248,Bot,0.129155,0.256983,0.183988,0.107626
0.087383,Bot,0.565455,0.048716,0.224857,0.073589
0.241741,Bot,0.101613,0.100906,0.036967,0.518773
0.243885,Bot,0.133868,0.590786,0.013196,0.018265
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.231758,Bot,0.141195,0.286445,0.031591,0.309011
0.144006,Bot,0.152595,0.171302,0.322785,0.209312
0.171796,Bot,0.215999,0.132615,0.229976,0.249614
0.177904,Bot,0.354307,0.057193,0.049289,0.361307
0.579505,Bot,0.067091,0.116993,0.149511,0.086899
0.256368,Bot,0.14983,0.472886,0.031683,0.089232
0.197282,Bot,0.320859,0.038353,0.010794,0.432712
0.457119,Bot,0.30867,0.175435,0.007798,0.050977
0.292236,Bot,0.121041,0.222518,0.098627,0.265578
0.469192,Bot,0.083855,0.17982,0.134005,0.133128
0.22684,Bot,0.060716,0.046786,0.207922,0.457736
0.158452,Bot,0.266352,0.196987,0.210046,0.168163
0.426275,Bot,0.174616,0.304535,0.050958,0.043616
0.317418,Bot,0.179289,0.175428,0.224024,0.103841
0.265563,Bot,0.173127,0.080904,0.076393,0.404014
0.118801,Bot,0.354091,0.507659,0.004671,0.014778
0.283709,Bot,0.245327,0.154104,0.216651,0.10021
0.048689,Bot,0.809282,0.018521,0.030926,0.092583
0.157385,Bot,0.463506,0.136211,0.206344,0.036554
0.146413,Bot,0.53209,0.088253,0.148964,0.084279
0.103181,Bot,0.165717,0.133691,0.243425,0.353985
0.07629,Bot,0.096389,0.053606,0.711522,0.062193
0.24945,Bot,0.156703,0.153557,0.114761,0.325528
0.333252,Bot,0.057888,0.541323,0.008106,0.059431
0.299437,Bot,0.19838,0.434609,0.008999,0.058575
0.626832,Bot,0.13167,0.097819,0.033012,0.110667
0.100275,Bot,0.178707,0.064331,0.585438,0.071249
0.05484,Bot,0.011797,0.930047,0.00228,0.001037
0.091639,Bot,0.146564,0.097503,0.398466,0.265828
0.164956,Bot,0.21716,0.142407,0.282531,0.192946
0.356907,Bot,0.481353,0.088678,0.009735,0.063328
0.091752,Bot,0.527491,0.113128,0.031358,0.23627
0.601335,Bot,0.102621,0.245743,0.015441,0.034861
0.902232,Bot,0.050319,0.039664,0.002708,0.005077
0.219168,Bot,0.287466,0.350745,0.039455,0.103166
0.277958,Bot,0.312615,0.091007,0.042603,0.275816
0.031852,Bot,0.047173,0.00656,0.026454,0.88796
0.22863,Bot,0.288317,0.116217,0.280187,0.086648
0.219059,Bot,0.227886,0.205449,0.079688,0.267917
0.410388,Bot,0.057153,0.318195,0.112389,0.101876
0.759004,Bot,0.087038,0.088545,0.043366,0.022047
0.157696,Bot,0.055851,0.044486,0.376051,0.365916
0.158245,Bot,0.055833,0.06104,0.464106,0.260776
0.222857,Bot,0.367391,0.195602,0.016991,0.197158
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.250258,Bot,0.132899,0.052841,0.406382,0.157619
0.165889,Bot,0.033618,0.06607,0.636969,0.097455
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.167333,Bot,0.220862,0.153864,0.286609,0.171332
0.069146,Bot,0.056743,0.034034,0.727092,0.112985
0.64017,Bot,0.063294,0.227589,0.011209,0.057738
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.433146,Bot,0.260661,0.208869,0.058492,0.038832
0.358231,Bot,0.150235,0.175121,0.231042,0.085372
0.511753,Bot,0.060065,0.31325,0.063027,0.051905
0.211777,Bot,0.34706,0.258682,0.008266,0.174214
0.275614,Bot,0.205606,0.357988,0.119191,0.041601
0.254962,Bot,0.366757,0.214017,0.09359,0.070675
0.336531,Bot,0.234109,0.213767,0.065245,0.150349
0.271397,Bot,0.216148,0.239691,0.018728,0.254036
0.17433,Bot,0.34983,0.389045,0.047589,0.039206
0.111016,Bot,0.151501,0.099362,0.372321,0.2658
0.231154,Bot,0.05448,0.409672,0.11051,0.194185
0.456569,Bot,0.119015,0.178614,0.020739,0.225063
0.146602,Bot,0.228564,0.139654,0.287118,0.198062
0.261501,Bot,0.076327,0.257219,0.31299,0.091963
0.167861,Bot,0.600883,0.193288,0.014423,0.023545
0.123586,Bot,0.170839,0.647336,0.039295,0.018945
0.143917,Bot,0.27325,0.138218,0.266216,0.178399
0.030415,Bot,0.03773,0.927581,0.001667,0.002606
0.072802,Bot,0.111558,0.087616,0.444139,0.283886
0.510076,Bot,0.175531,0.08889,0.184241,0.041261
0.074645,Bot,0.043653,0.045734,0.636597,0.199369
0.192961,Bot,0.348616,0.132196,0.199256,0.126972
0.144817,Bot,0.616595,0.14908,0.060373,0.029136
0.153782,Bot,0.058419,0.041777,0.411706,0.334316
0.193959,Bot,0.534532,0.093123,0.057125,0.12126
0.534526,Bot,0.162041,0.186891,0.060446,0.056095
0.31976,Bot,0.173417,0.273698,0.019843,0.213282
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.460367,Bot,0.122006,0.117609,0.135593,0.164425
0.39511,Bot,0.426442,0.081021,0.007846,0.089581
0.086416,Bot,0.264984,0.032842,0.109914,0.505844
0.196342,Bot,0.508035,0.134498,0.03669,0.124435
0.232527,Bot,0.041432,0.662928,0.032752,0.030361
0.027398,Bot,0.051303,0.916983,0.000842,0.003473
0.242766,Bot,0.227039,0.279212,0.026765,0.224218
0.097837,Bot,0.196908,0.122688,0.267354,0.315212
0.337348,Bot,0.464377,0.165036,0.001942,0.031297
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.507199,Bot,0.13423,0.310585,0.023268,0.024718
0.187524,Bot,0.266507,0.197582,0.09422,0.254166
0.508984,Bot,0.127028,0.229317,0.052122,0.082548
0.125858,Bot,0.160486,0.133994,0.406243,0.173418
0.142715,Bot,0.196491,0.13027,0.32609,0.204434
0.031722,Bot,0.053867,0.011817,0.231343,0.67125
0.0153,Bot,0.010125,0.97124,0.001198,0.002137
0.307701,Bot,0.153556,0.408242,0.053122,0.077379
0.454592,Bot,0.058342,0.236645,0.18177,0.068651
0.300771,Bot,0.480627,0.070033,0.004479,0.14409
0.445354,Bot,0.158873,0.290986,0.032772,0.072015
0.202009,Bot,0.17312,0.206492,0.168256,0.250123
0.218683,Bot,0.1421,0.395447,0.137947,0.105824
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.335044,Bot,0.218441,0.222836,0.083959,0.139719
0.375548,Bot,0.168336,0.281021,0.06804,0.107055
0.256368,Bot,0.14983,0.472886,0.031683,0.089232
0.392525,Bot,0.165826,0.150222,0.178431,0.112995
0.149269,Bot,0.163435,0.12606,0.405535,0.155701
0.215504,Bot,0.089545,0.089708,0.419407,0.185836
0.213852,Bot,0.261538,0.117354,0.048227,0.359029
0.376528,Bot,0.152467,0.24361,0.115234,0.112161
0.295118,Bot,0.441411,0.067193,0.071209,0.125069
0.113271,Bot,0.655844,0.098989,0.094403,0.037493
0.418,Bot,0.082273,0.37257,0.062795,0.064361
0.517053,Bot,0.362311,0.069964,0.01576,0.034911
0.166158,Bot,0.534891,0.158094,0.096128,0.044729
0.389544,Bot,0.152861,0.4019,0.039471,0.016225
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.473018,Bot,0.205781,0.247359,0.014801,0.059042
0.414669,Bot,0.078016,0.199198,0.108376,0.199741
0.164227,Bot,0.17309,0.091513,0.340634,0.230536
0.390322,Bot,0.225546,0.28498,0.036226,0.062927
0.418722,Bot,0.070799,0.389542,0.073458,0.047479
0.493995,Bot,0.227598,0.103688,0.078646,0.096073
0.386813,Bot,0.128563,0.215976,0.145953,0.122695
0.152702,Bot,0.209761,0.168926,0.245856,0.222755
0.30029,Bot,0.118404,0.18428,0.030886,0.366141
0.434627,Bot,0.114742,0.199129,0.210228,0.041273
0.567982,Bot,0.036779,0.308147,0.065122,0.02197
0.22173,Bot,0.179206,0.244086,0.037451,0.317528
0.249995,Bot,0.160835,0.068242,0.345664,0.175264
0.139442,Bot,0.238013,0.113795,0.321042,0.187707
0.020593,Bot,0.156521,0.016742,0.144864,0.661279
0.447995,Bot,0.153047,0.307796,0.039502,0.05166
0.062652,Bot,0.136186,0.08449,0.161084,0.555588
0.178207,Bot,0.47248,0.265374,0.010202,0.073736
0.042553,Bot,0.19015,0.013904,0.22201,0.531383
0.008944,Bot,0.044435,0.006182,0.124479,0.815959
0.091706,Bot,0.140594,0.110556,0.336167,0.320977
0.260816,Bot,0.141172,0.517462,0.060715,0.019835
0.546813,Bot,0.053827,0.2859,0.035846,0.077614
0.111603,Bot,0.014603,0.867347,0.002873,0.003574
0.154217,Bot,0.195347,0.170082,0.298054,0.182301
0.219592,Bot,0.20671,0.197359,0.190957,0.185381
0.471929,Bot,0.229427,0.227677,0.028768,0.042199
0.3747,Bot,0.072561,0.14885,0.105619,0.29827
0.088404,Bot,0.128762,0.122047,0.052489,0.608298
0.140309,Bot,0.194162,0.131099,0.353909,0.180521
0.111019,Bot,0.215562,0.146537,0.070492,0.45639
0.377314,Bot,0.056172,0.156818,0.183095,0.226601
0.189928,Bot,0.11548,0.056172,0.315272,0.323149
0.219227,Bot,0.263412,0.106927,0.211651,0.198782
0.138317,Bot,0.056234,0.037595,0.387956,0.379898
0.342164,Bot,0.273084,0.195838,0.062213,0.1267
0.130487,Bot,0.51866,0.047413,0.109526,0.193914
0.563982,Bot,0.196366,0.12391,0.050243,0.065499
0.261465,Bot,0.059756,0.49119,0.120278,0.067311
0.062018,Bot,0.21024,0.031721,0.42123,0.274791
0.064432,Bot,0.067641,0.05088,0.475292,0.341756
0.442883,Bot,0.072225,0.046408,0.240692,0.197792
0.447842,Bot,0.033716,0.274932,0.225695,0.017815
0.447707,Bot,0.022007,0.2925,0.209155,0.028631
0.074091,Bot,0.781776,0.083898,0.008203,0.052032
0.264275,Bot,0.105514,0.134509,0.395695,0.100006
0.195948,Bot,0.311183,0.413214,0.014027,0.065629
0.211181,Bot,0.050224,0.054326,0.433732,0.250535
0.395673,Bot,0.099446,0.426951,0.054521,0.023409
0.263488,Bot,0.167388,0.175351,0.157235,0.236538
0.279514,Bot,0.027871,0.015464,0.658691,0.01846
0.160336,Bot,0.049233,0.729854,0.021046,0.039531
0.413883,Bot,0.125153,0.096245,0.149443,0.215277
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.227885,Bot,0.300077,0.088998,0.264696,0.118344
0.204372,Bot,0.037623,0.066603,0.624769,0.066634
0.206319,Bot,0.342346,0.42204,0.004979,0.024316
0.200892,Bot,0.169049,0.139563,0.27886,0.211637
0.275295,Bot,0.187916,0.332777,0.016713,0.1873
0.303881,Bot,0.12011,0.273026,0.200047,0.102936
0.336606,Bot,0.073145,0.132131,0.365562,0.092556
0.082427,Bot,0.1395,0.01703,0.270352,0.490691
0.280602,Bot,0.198712,0.341389,0.125436,0.05386
0.298662,Bot,0.128481,0.101221,0.268388,0.203247
0.397326,Bot,0.074803,0.426618,0.048669,0.052584
0.155995,Bot,0.177267,0.116073,0.362454,0.188211
0.136753,Bot,0.436053,0.359271,0.032465,0.035458
0.190391,Bot,0.07361,0.054949,0.605415,0.075635
0.152215,Bot,0.506152,0.314523,0.013934,0.013176
0.340141,Bot,0.176634,0.072231,0.094111,0.316882
0.188233,Bot,0.16898,0.111751,0.338837,0.192199
0.483103,Bot,0.041575,0.348825,0.087444,0.039054
0.416212,Bot,0.138074,0.328597,0.052031,0.065086
0.151683,Bot,0.448129,0.2211,0.041527,0.13756
0.049344,Bot,0.049466,0.045311,0.549459,0.306419
0.335329,Bot,0.046772,0.398333,0.188284,0.031283
0.123877,Bot,0.128015,0.241414,0.39327,0.113424
0.310122,Bot,0.137032,0.523567,0.004738,0.02454
0.126581,Bot,0.14686,0.683866,0.026815,0.015879
0.047128,Bot,0.245215,0.050585,0.132639,0.524432
0.177215,Bot,0.157354,0.430094,0.149303,0.086034
0.146602,Bot,0.228564,0.139654,0.287118,0.198062
0.111852,Bot,0.142781,0.079909,0.461925,0.203533
0.386908,Bot,0.089901,0.11124,0.293644,0.118307
0.035931,Bot,0.151163,0.014964,0.055824,0.742118
0.363946,Bot,0.059219,0.448232,0.05132,0.077283
0.421358,Bot,0.407561,0.085942,0.008721,0.076417
0.12553,Bot,0.166845,0.118606,0.37933,0.209689
0.20211,Bot,0.123971,0.173017,0.201807,0.299096
0.207205,Bot,0.083589,0.112528,0.407856,0.188823
0.099797,Bot,0.559971,0.105429,0.160593,0.07421
0.486049,Bot,0.126784,0.22093,0.080219,0.086017
0.073911,Bot,0.69966,0.126438,0.057395,0.042596
0.092552,Bot,0.075145,0.018612,0.191735,0.621955
0.523883,Bot,0.062894,0.164607,0.050421,0.198196
0.313427,Bot,0.241367,0.240168,0.012568,0.192471
0.529234,Bot,0.112271,0.198873,0.044445,0.115177
0.270911,Bot,0.195219,0.178999,0.244321,0.110549
0.268106,Bot,0.453623,0.128534,0.107256,0.042482
0.062999,Bot,0.593986,0.11685,0.069709,0.156456
0.574328,Bot,0.07996,0.106475,0.160287,0.07895
0.244815,Bot,0.268236,0.193538,0.196083,0.097329
0.22479,Bot,0.61941,0.070106,0.017205,0.068489
0.398302,Bot,0.129833,0.292059,0.088797,0.091009
0.279551,Bot,0.233959,0.329062,0.111984,0.045444
0.13142,Bot,0.145925,0.131743,0.163224,0.427689
0.324786,Bot,0.048915,0.144442,0.209723,0.272134
0.263231,Bot,0.347567,0.138596,0.043231,0.207375
0.151227,Bot,0.073403,0.752012,0.008308,0.015051
0.034132,Bot,0.047705,0.053338,0.080031,0.784794
0.752453,Bot,0.123068,0.096035,0.002914,0.02553
0.353703,Bot,0.376873,0.090527,0.025537,0.15336
0.113406,Bot,0.244339,0.187165,0.161061,0.294028
0.109874,Bot,0.741378,0.048374,0.048898,0.051477
0.137298,Bot,0.218714,0.116573,0.062887,0.464527
0.19157,Bot,0.011417,0.791338,0.002123,0.003552
0.037917,Bot,0.069486,0.010991,0.156015,0.725592
0.390141,Bot,0.081877,0.371102,0.026385,0.130495
0.22807,Bot,0.084441,0.084209,0.514935,0.088344
