@relation 'trainwseap-weka.filters.unsupervised.attribute.Remove-R1-2,4,6,9,11'

@attribute joy numeric
@attribute extraversion numeric
@attribute sadness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute openness numeric
@attribute class {Bot,Human}

@data
0.556862,0.625186,0.095667,0.699497,0.270795,0.057261,0.04755,0.24266,0.70151,Bot
0.030807,0.578058,0.139422,0.57529,0.482873,0.075211,0.149646,0.604913,0.446116,Bot
0.317464,0.529139,0.16683,0.558823,0.487728,0.15933,0.202952,0.153425,0.514056,Bot
0.188211,0.499277,0.155995,0.491073,0.470269,0.116073,0.362454,0.177267,0.550465,Bot
0.362551,0.53929,0.070474,0.62343,0.504872,0.0574,0.011948,0.497626,0.427648,Bot
0.154771,0.463613,0.254782,0.319095,0.457401,0.267969,0.128678,0.193801,0.518257,Bot
0.177935,0.61168,0.169465,0.512628,0.388328,0.134829,0.451216,0.066555,0.603703,Bot
0.011694,0.494428,0.3122,0.43425,0.470912,0.488942,0.04389,0.143274,0.550959,Bot
0.072548,0.362131,0.163525,0.44116,0.560851,0.589242,0.013809,0.160875,0.411984,Bot
0.260132,0.469056,0.349558,0.485567,0.497171,0.147413,0.061194,0.181703,0.552588,Bot
0.113381,0.421871,0.129346,0.416338,0.543215,0.458046,0.023084,0.276143,0.43142,Bot
0.297411,0.54486,0.228306,0.59851,0.483647,0.225964,0.110244,0.138075,0.505433,Bot
0.014601,0.487577,0.627228,0.524576,0.492,0.294269,0.014157,0.049745,0.443377,Bot
0.370906,0.679414,0.23494,0.564594,0.449663,0.067443,0.227096,0.099616,0.484291,Bot
0.20228,0.469863,0.136187,0.48617,0.499774,0.123539,0.343078,0.194916,0.518879,Bot
0.044757,0.636008,0.468537,0.59234,0.4338,0.205176,0.079073,0.202457,0.43972,Bot
0.211332,0.459736,0.187582,0.34282,0.480222,0.068261,0.358054,0.174771,0.64485,Bot
0.080414,0.438613,0.345273,0.427919,0.535881,0.267666,0.108261,0.198387,0.481329,Bot
0.150349,0.564296,0.336531,0.509066,0.477377,0.213767,0.065245,0.234109,0.502777,Bot
0.041402,0.571594,0.8168,0.578173,0.501844,0.058697,0.040734,0.042366,0.481834,Bot
0.115168,0.538373,0.017134,0.626698,0.496643,0.010658,0.842799,0.01424,0.41883,Bot
0.019333,0.46518,0.773894,0.345576,0.524219,0.141691,0.010325,0.054756,0.565966,Bot
0.515644,0.482287,0.181879,0.485197,0.500154,0.035592,0.065936,0.20095,0.467924,Bot
0.18056,0.694401,0.194071,0.600283,0.473767,0.188822,0.138582,0.297965,0.335625,Bot
0.128924,0.31591,0.369916,0.408613,0.762887,0.359694,0.092452,0.049015,0.402724,Bot
0.196066,0.4753,0.127471,0.532842,0.450568,0.124092,0.057805,0.494566,0.535682,Bot
0.670722,0.42229,0.031339,0.418855,0.688375,0.015918,0.09035,0.19167,0.391838,Bot
0.064765,0.498959,0.31277,0.399749,0.476019,0.200988,0.01312,0.408358,0.535538,Bot
0.130554,0.496876,0.361458,0.547675,0.489911,0.335219,0.067758,0.105011,0.474788,Bot
0.209689,0.481997,0.12553,0.499211,0.479122,0.118606,0.37933,0.166845,0.574803,Bot
0.181503,0.471601,0.14757,0.516301,0.480958,0.153388,0.359826,0.157714,0.559096,Bot
0.071686,0.564636,0.227079,0.500281,0.486895,0.608409,0.009944,0.082881,0.490569,Bot
0.115044,0.51727,0.225611,0.59027,0.467428,0.21844,0.328491,0.112414,0.496583,Bot
0.116784,0.389197,0.151759,0.51917,0.441692,0.110106,0.421688,0.199663,0.632412,Bot
0.387696,0.568935,0.269159,0.455789,0.406849,0.082783,0.084907,0.175455,0.702825,Bot
0.204964,0.487728,0.15968,0.481672,0.567782,0.175397,0.220682,0.239278,0.395811,Bot
0.248812,0.503231,0.110424,0.53079,0.440459,0.103863,0.09275,0.44415,0.700658,Bot
0.503949,0.665173,0.106817,0.710154,0.437422,0.038873,0.17458,0.17578,0.424325,Bot
0.095284,0.535167,0.399878,0.604769,0.472817,0.136067,0.04561,0.323162,0.456079,Bot
0.274217,0.515252,0.13857,0.505858,0.468337,0.124762,0.277279,0.185173,0.510161,Bot
0.103048,0.650869,0.26778,0.678989,0.428161,0.375111,0.027177,0.226884,0.437294,Bot
0.021706,0.442937,0.228355,0.481934,0.511132,0.06923,0.002705,0.678004,0.523937,Bot
0.242624,0.471427,0.152385,0.475309,0.503866,0.157336,0.250525,0.19713,0.492453,Bot
0.722093,0.547722,0.051446,0.596776,0.476222,0.018816,0.136112,0.071534,0.484158,Bot
0.28669,0.294609,0.167181,0.857775,0.573287,0.152998,0.019959,0.373172,0.589646,Bot
0.018514,0.336849,0.160405,0.499987,0.522614,0.697945,0.016897,0.106239,0.516937,Bot
0.067117,0.377237,0.148444,0.410757,0.524227,0.132202,0.248275,0.403961,0.485756,Bot
0.198085,0.694387,0.176774,0.540708,0.487868,0.158335,0.243171,0.223635,0.441808,Bot
0.209751,0.449184,0.125357,0.485714,0.503439,0.111466,0.396234,0.157193,0.514234,Bot
0.057492,0.767517,0.281558,0.765839,0.335262,0.051552,0.488617,0.120782,0.567105,Bot
0.112712,0.47372,0.329108,0.570616,0.477433,0.367404,0.041316,0.149461,0.502331,Bot
0.192946,0.721287,0.164956,0.625844,0.400102,0.142407,0.282531,0.21716,0.605858,Bot
0.040309,0.503233,0.327823,0.536597,0.500442,0.52725,0.02478,0.079837,0.492817,Bot
0.043909,0.406296,0.14198,0.38675,0.510569,0.259633,0.07242,0.482058,0.579708,Bot
0.054725,0.511151,0.368259,0.555871,0.478716,0.056482,0.032905,0.487629,0.521205,Bot
0.11516,0.567275,0.20498,0.475636,0.483848,0.117874,0.130025,0.431962,0.479816,Bot
0.020785,0.721483,0.247501,0.794062,0.425096,0.565009,0.055566,0.11114,0.447863,Bot
0.132572,0.597864,0.434996,0.604418,0.47563,0.096545,0.077298,0.258589,0.472818,Bot
0.031559,0.575782,0.51712,0.505768,0.467966,0.162378,0.212,0.076943,0.378957,Bot
0.090782,0.77274,0.207264,0.562857,0.353133,0.548785,0.086613,0.066556,0.656738,Bot
0.052466,0.552436,0.184035,0.54624,0.470662,0.098579,0.114971,0.549949,0.484999,Bot
0.384613,0.469514,0.167281,0.587577,0.503121,0.218908,0.101363,0.127834,0.457995,Bot
0.039006,0.503557,0.339526,0.419987,0.507033,0.493046,0.016619,0.111803,0.509615,Bot
0.812288,0.604404,0.075904,0.7404,0.451287,0.029114,0.052348,0.030345,0.4812,Bot
0.112722,0.400541,0.472066,0.456895,0.578729,0.12183,0.01912,0.274262,0.41101,Bot
0.306419,0.521892,0.049344,0.527263,0.494337,0.045311,0.549459,0.049466,0.435066,Bot
0.011696,0.530948,0.679553,0.543461,0.494918,0.252341,0.017252,0.039158,0.446846,Bot
0.141179,0.413372,0.326297,0.512273,0.518482,0.313721,0.128569,0.090233,0.461347,Bot
0.197792,0.484488,0.339003,0.369742,0.517844,0.274169,0.01779,0.171246,0.516182,Bot
0.094529,0.561743,0.590375,0.660212,0.501125,0.081043,0.144613,0.08944,0.452687,Bot
0.094132,0.440685,0.413855,0.445065,0.506795,0.086817,0.006568,0.398629,0.514621,Bot
0.489635,0.665824,0.118613,0.702605,0.45119,0.046389,0.321248,0.024114,0.497251,Bot
0.082788,0.513474,0.315236,0.479295,0.475896,0.274037,0.076193,0.251745,0.559351,Bot
0.014145,0.523239,0.680582,0.46146,0.473417,0.201296,0.008611,0.095367,0.585943,Bot
0.289072,0.478863,0.24838,0.564886,0.510759,0.083023,0.021955,0.35757,0.49382,Bot
0.168163,0.621366,0.158452,0.651186,0.434692,0.196987,0.210046,0.266352,0.44385,Bot
0.254457,0.520315,0.112867,0.505697,0.469148,0.072842,0.321721,0.238113,0.500243,Bot
0.155701,0.526976,0.149269,0.48437,0.508707,0.12606,0.405535,0.163435,0.515284,Bot
0.045134,0.519465,0.20134,0.521971,0.489397,0.328081,0.241373,0.184072,0.48464,Bot
0.15353,0.441151,0.289646,0.413137,0.464028,0.248352,0.032898,0.275574,0.741967,Bot
0.056815,0.41019,0.54192,0.379163,0.524921,0.306301,0.047157,0.047806,0.5344,Bot
0.247916,0.430082,0.20359,0.422723,0.509394,0.175262,0.173868,0.199365,0.536106,Bot
0.011699,0.523409,0.125154,0.532868,0.476865,0.619944,0.040229,0.202974,0.481528,Bot
0.168163,0.621366,0.158452,0.651186,0.434692,0.196987,0.210046,0.266352,0.44385,Bot
0.062749,0.523546,0.297076,0.455834,0.341286,0.300818,0.068676,0.270682,0.55097,Bot
0.095514,0.377025,0.37286,0.427663,0.765734,0.418132,0.074561,0.038932,0.393795,Bot
0.026356,0.568859,0.262272,0.627813,0.505735,0.116575,0.48628,0.108517,0.427779,Bot
0.417502,0.669021,0.181252,0.58501,0.407871,0.044016,0.272313,0.084917,0.510026,Bot
0.042259,0.580606,0.034526,0.498337,0.506998,0.016578,0.029103,0.877534,0.27442,Bot
0.298884,0.613389,0.177208,0.52031,0.506766,0.203051,0.068829,0.252028,0.454341,Bot
0.148297,0.584646,0.148184,0.588851,0.463635,0.0643,0.528383,0.110837,0.481193,Bot
0.277935,0.542684,0.137601,0.539608,0.486976,0.321416,0.073429,0.189619,0.426217,Bot
0.209689,0.481997,0.12553,0.499211,0.479122,0.118606,0.37933,0.166845,0.574803,Bot
0.523398,0.453371,0.188165,0.425853,0.468352,0.061353,0.088054,0.13903,0.757749,Bot
0.061666,0.356769,0.278011,0.512703,0.497463,0.338373,0.069006,0.252945,0.618135,Bot
0.023169,0.554955,0.360056,0.528961,0.455357,0.198911,0.34622,0.071645,0.55578,Bot
0.496253,0.448218,0.086198,0.480886,0.464527,0.041228,0.089831,0.28649,0.533578,Bot
0.061814,0.46876,0.232403,0.51039,0.499988,0.470278,0.0448,0.190705,0.501104,Bot
0.208775,0.517902,0.180513,0.464616,0.480445,0.084822,0.314145,0.211744,0.499035,Bot
0.184555,0.667172,0.169458,0.531842,0.486493,0.133979,0.307669,0.20434,0.483999,Bot
0.183679,0.527608,0.136783,0.502641,0.503812,0.131249,0.20886,0.339429,0.445762,Bot
0.133883,0.537302,0.128422,0.756409,0.597002,0.563005,0.02084,0.15385,0.364139,Bot
0.307296,0.257673,0.192104,0.387357,0.593472,0.066533,0.383677,0.05039,0.373307,Bot
0.014847,0.468043,0.184687,0.404394,0.539565,0.544372,0.013497,0.242597,0.446421,Bot
0.090077,0.444997,0.372278,0.486937,0.484334,0.090938,0.007578,0.439129,0.527498,Bot
0.19226,0.479144,0.163265,0.434468,0.474427,0.183955,0.223423,0.237097,0.496851,Bot
0.009888,0.628414,0.257608,0.456066,0.413748,0.68214,0.013934,0.036429,0.469216,Bot
0.222111,0.506077,0.179183,0.511795,0.463224,0.102433,0.333049,0.163223,0.648314,Bot
0.462962,0.479158,0.216369,0.527332,0.496728,0.105082,0.064937,0.15065,0.655582,Bot
0.42154,0.699183,0.081774,0.574623,0.399762,0.04188,0.087149,0.367657,0.571358,Bot
0.11187,0.724985,0.519063,0.823475,0.417662,0.249754,0.06098,0.058334,0.408481,Bot
0.180521,0.51451,0.140309,0.525668,0.427519,0.131099,0.353909,0.194162,0.587532,Bot
0.087554,0.437396,0.32545,0.373697,0.46502,0.377867,0.02154,0.187589,0.461954,Bot
0.182301,0.553188,0.154217,0.588442,0.448826,0.170082,0.298054,0.195347,0.521442,Bot
0.441381,0.513461,0.164283,0.510637,0.498639,0.107582,0.046187,0.240567,0.491526,Bot
0.157244,0.396048,0.468798,0.410258,0.520665,0.086972,0.019762,0.267223,0.492553,Bot
0.139707,0.366146,0.370342,0.359825,0.459327,0.13761,0.064536,0.287805,0.413669,Bot
0.168163,0.621366,0.158452,0.651186,0.434692,0.196987,0.210046,0.266352,0.44385,Bot
0.068081,0.522158,0.41939,0.561138,0.485408,0.297614,0.050916,0.164,0.473165,Bot
0.442192,0.609804,0.177874,0.54298,0.446474,0.154458,0.185805,0.039671,0.507606,Bot
0.839986,0.504283,0.031474,0.62618,0.523972,0.010828,0.095987,0.021724,0.510692,Bot
0.073809,0.502526,0.631969,0.588759,0.50569,0.173944,0.045861,0.074417,0.409118,Bot
0.030222,0.384055,0.465504,0.433502,0.53044,0.10829,0.00545,0.390534,0.507121,Bot
0.178546,0.469863,0.1648,0.48617,0.499774,0.140166,0.237179,0.279309,0.518879,Bot
0.118776,0.511618,0.485655,0.451749,0.435461,0.111287,0.015072,0.269209,0.525804,Bot
0.600282,0.529112,0.077739,0.393304,0.490901,0.070111,0.167804,0.084064,0.627707,Bot
0.09344,0.607366,0.157296,0.664226,0.452396,0.390827,0.062034,0.296404,0.475356,Bot
0.241091,0.559155,0.194473,0.61553,0.454835,0.114237,0.196305,0.253894,0.551994,Bot
0.4223,0.561863,0.00973,0.654021,0.502578,0.002058,0.560066,0.005847,0.455527,Bot
0.372422,0.485975,0.232313,0.466556,0.470385,0.186606,0.133859,0.074799,0.677813,Bot
0.061165,0.589655,0.542595,0.52491,0.481214,0.228022,0.062609,0.10561,0.490478,Bot
0.309612,0.525603,0.065143,0.58665,0.450167,0.047933,0.520395,0.056917,0.565816,Bot
0.489388,0.523355,0.226321,0.530094,0.445704,0.061406,0.084378,0.138507,0.615796,Bot
0.20228,0.469863,0.136187,0.48617,0.499774,0.123539,0.343078,0.194916,0.518879,Bot
0.041063,0.571748,0.274877,0.41077,0.42046,0.453492,0.015719,0.21485,0.469552,Bot
0.027983,0.52657,0.422923,0.573628,0.475651,0.136515,0.094769,0.31781,0.479563,Bot
0.044571,0.397104,0.188407,0.445318,0.53644,0.179537,0.079439,0.508046,0.489948,Bot
0.066822,0.569752,0.212961,0.409612,0.519294,0.575363,0.014141,0.130713,0.381626,Bot
0.007716,0.605319,0.904726,0.640942,0.47915,0.045314,0.009761,0.032483,0.425005,Bot
0.217409,0.47208,0.14348,0.458212,0.431983,0.127161,0.349196,0.162753,0.558753,Bot
0.225961,0.570423,0.197478,0.493021,0.487897,0.169822,0.161878,0.244861,0.57247,Bot
0.20228,0.469863,0.136187,0.48617,0.499774,0.123539,0.343078,0.194916,0.518879,Bot
0.432127,0.409941,0.175763,0.434294,0.556079,0.086618,0.118357,0.187134,0.330563,Bot
0.464531,0.497179,0.262678,0.457004,0.481699,0.088854,0.074608,0.109329,0.543044,Bot
0.157265,0.541228,0.228463,0.587271,0.453522,0.030169,0.273887,0.310216,0.498344,Bot
0.038468,0.731651,0.380098,0.679182,0.398901,0.300058,0.156033,0.125344,0.480803,Bot
0.017531,0.611184,0.167637,0.642883,0.437723,0.108796,0.132687,0.57335,0.447405,Bot
0.394444,0.807185,0.036941,0.863104,0.188749,0.022743,0.49501,0.050863,0.796649,Bot
0.197016,0.485743,0.281289,0.482664,0.483573,0.205919,0.14619,0.169586,0.537741,Bot
0.172559,0.467264,0.171182,0.48858,0.521395,0.142182,0.378206,0.135871,0.507089,Bot
0.454834,0.35818,0.105553,0.404485,0.484044,0.080947,0.137124,0.221541,0.544747,Bot
0.177863,0.636036,0.144246,0.54748,0.463177,0.135038,0.313738,0.229115,0.481072,Bot
0.481191,0.471418,0.155682,0.509287,0.500448,0.02304,0.239943,0.100143,0.52714,Bot
0.046074,0.431289,0.628907,0.499662,0.517793,0.197954,0.041817,0.085248,0.521332,Bot
0.20259,0.575494,0.136551,0.596561,0.427454,0.134856,0.245041,0.280962,0.590324,Bot
0.212895,0.418051,0.202503,0.58015,0.341445,0.189822,0.178217,0.216564,0.736276,Bot
0.092435,0.664676,0.521046,0.560979,0.49169,0.192886,0.079119,0.114514,0.419851,Bot
0.394767,0.530912,0.086398,0.563657,0.524874,0.165208,0.021031,0.332595,0.446705,Bot
0.025488,0.567703,0.234698,0.551114,0.469606,0.287523,0.033325,0.418967,0.487426,Bot
0.192946,0.721287,0.164956,0.625844,0.400102,0.142407,0.282531,0.21716,0.605858,Bot
0.107626,0.464257,0.322248,0.49445,0.511385,0.256983,0.183988,0.129155,0.449576,Bot
0.073589,0.486039,0.087383,0.545114,0.504413,0.048716,0.224857,0.565455,0.469111,Bot
0.518773,0.428479,0.241741,0.435688,0.486985,0.100906,0.036967,0.101613,0.306707,Bot
0.018265,0.484992,0.243885,0.530487,0.495215,0.590786,0.013196,0.133868,0.479362,Bot
0.180521,0.51451,0.140309,0.525668,0.427519,0.131099,0.353909,0.194162,0.587532,Bot
0.309011,0.564962,0.231758,0.552042,0.37312,0.286445,0.031591,0.141195,0.544229,Bot
0.209312,0.537985,0.144006,0.56202,0.460762,0.171302,0.322785,0.152595,0.530484,Bot
0.249614,0.489306,0.171796,0.46829,0.486449,0.132615,0.229976,0.215999,0.52772,Bot
0.361307,0.774966,0.177904,0.554324,0.335469,0.057193,0.049289,0.354307,0.589615,Bot
0.086899,0.529565,0.579505,0.543585,0.480447,0.116993,0.149511,0.067091,0.49609,Bot
0.089232,0.420445,0.256368,0.484585,0.507271,0.472886,0.031683,0.14983,0.470033,Bot
0.432712,0.528558,0.197282,0.553563,0.473183,0.038353,0.010794,0.320859,0.508211,Bot
0.050977,0.326705,0.457119,0.384447,0.413272,0.175435,0.007798,0.30867,0.477798,Bot
0.265578,0.481553,0.292236,0.407015,0.418088,0.222518,0.098627,0.121041,0.833165,Bot
0.133128,0.489719,0.469192,0.501244,0.444685,0.17982,0.134005,0.083855,0.582654,Bot
0.457736,0.535863,0.22684,0.579423,0.510052,0.046786,0.207922,0.060716,0.388999,Bot
0.168163,0.621366,0.158452,0.651186,0.434692,0.196987,0.210046,0.266352,0.44385,Bot
0.043616,0.437076,0.426275,0.395884,0.532952,0.304535,0.050958,0.174616,0.419309,Bot
0.103841,0.613398,0.317418,0.577154,0.475834,0.175428,0.224024,0.179289,0.371667,Bot
0.404014,0.409966,0.265563,0.495985,0.480793,0.080904,0.076393,0.173127,0.472615,Bot
0.014778,0.577504,0.118801,0.492693,0.457357,0.507659,0.004671,0.354091,0.468852,Bot
0.10021,0.54398,0.283709,0.524542,0.454432,0.154104,0.216651,0.245327,0.527923,Bot
0.092583,0.787532,0.048689,0.679649,0.421231,0.018521,0.030926,0.809282,0.450327,Bot
0.036554,0.5768,0.157385,0.630514,0.457673,0.136211,0.206344,0.463506,0.477557,Bot
0.084279,0.526333,0.146413,0.559423,0.471277,0.088253,0.148964,0.53209,0.494353,Bot
0.353985,0.51595,0.103181,0.555545,0.495408,0.133691,0.243425,0.165717,0.536283,Bot
0.062193,0.565903,0.07629,0.465353,0.338679,0.053606,0.711522,0.096389,0.636975,Bot
0.325528,0.493757,0.24945,0.515766,0.514779,0.153557,0.114761,0.156703,0.428299,Bot
0.059431,0.515883,0.333252,0.627046,0.444961,0.541323,0.008106,0.057888,0.520119,Bot
0.058575,0.509017,0.299437,0.407498,0.532842,0.434609,0.008999,0.19838,0.459585,Bot
0.110667,0.547641,0.626832,0.565875,0.468897,0.097819,0.033012,0.13167,0.530621,Bot
0.071249,0.540259,0.100275,0.530149,0.522214,0.064331,0.585438,0.178707,0.453151,Bot
0.001037,0.546678,0.05484,0.518328,0.454747,0.930047,0.00228,0.011797,0.507981,Bot
0.265828,0.534841,0.091639,0.616635,0.478915,0.097503,0.398466,0.146564,0.520139,Bot
0.192946,0.721287,0.164956,0.625844,0.400102,0.142407,0.282531,0.21716,0.605858,Bot
0.063328,0.464104,0.356907,0.511549,0.4891,0.088678,0.009735,0.481353,0.586436,Bot
0.23627,0.506588,0.091752,0.522707,0.500734,0.113128,0.031358,0.527491,0.491244,Bot
0.034861,0.516463,0.601335,0.505973,0.491532,0.245743,0.015441,0.102621,0.527186,Bot
0.005077,0.40273,0.902232,0.433984,0.508082,0.039664,0.002708,0.050319,0.414329,Bot
0.103166,0.461888,0.219168,0.499386,0.536542,0.350745,0.039455,0.287466,0.596723,Bot
0.275816,0.462224,0.277958,0.419171,0.479779,0.091007,0.042603,0.312615,0.493981,Bot
0.88796,0.281704,0.031852,0.340649,0.449125,0.00656,0.026454,0.047173,0.652986,Bot
0.086648,0.658668,0.22863,0.587947,0.461667,0.116217,0.280187,0.288317,0.406637,Bot
0.267917,0.449384,0.219059,0.468714,0.470364,0.205449,0.079688,0.227886,0.608925,Bot
0.101876,0.592294,0.410388,0.670156,0.478113,0.318195,0.112389,0.057153,0.44857,Bot
0.022047,0.609863,0.759004,0.655467,0.479511,0.088545,0.043366,0.087038,0.421535,Bot
0.365916,0.510911,0.157696,0.507974,0.460274,0.044486,0.376051,0.055851,0.617476,Bot
0.260776,0.534584,0.158245,0.419438,0.28212,0.06104,0.464106,0.055833,0.560389,Bot
0.197158,0.548927,0.222857,0.462962,0.498539,0.195602,0.016991,0.367391,0.646652,Bot
0.180521,0.51451,0.140309,0.525668,0.427519,0.131099,0.353909,0.194162,0.587532,Bot
0.157619,0.555697,0.250258,0.486677,0.509174,0.052841,0.406382,0.132899,0.410987,Bot
0.097455,0.635216,0.165889,0.584825,0.412993,0.06607,0.636969,0.033618,0.51715,Bot
0.182301,0.553188,0.154217,0.588442,0.448826,0.170082,0.298054,0.195347,0.521442,Bot
0.171332,0.465599,0.167333,0.505003,0.485452,0.153864,0.286609,0.220862,0.529064,Bot
0.112985,0.629039,0.069146,0.454624,0.446529,0.034034,0.727092,0.056743,0.475523,Bot
0.057738,0.588681,0.64017,0.56092,0.459925,0.227589,0.011209,0.063294,0.490394,Bot
0.182301,0.553188,0.154217,0.588442,0.448826,0.170082,0.298054,0.195347,0.521442,Bot
0.038832,0.561715,0.433146,0.593899,0.500376,0.208869,0.058492,0.260661,0.441751,Bot
0.085372,0.534554,0.358231,0.490603,0.487583,0.175121,0.231042,0.150235,0.447852,Bot
0.051905,0.61674,0.511753,0.667121,0.440241,0.31325,0.063027,0.060065,0.485747,Bot
0.174214,0.417142,0.211777,0.404475,0.505811,0.258682,0.008266,0.34706,0.634693,Bot
0.041601,0.524113,0.275614,0.49157,0.431746,0.357988,0.119191,0.205606,0.656596,Bot
0.070675,0.508091,0.254962,0.572039,0.479639,0.214017,0.09359,0.366757,0.523267,Bot
0.150349,0.564296,0.336531,0.509066,0.477377,0.213767,0.065245,0.234109,0.502777,Bot
0.254036,0.545175,0.271397,0.48539,0.4362,0.239691,0.018728,0.216148,0.465955,Bot
0.039206,0.532372,0.17433,0.575005,0.474297,0.389045,0.047589,0.34983,0.499841,Bot
0.2658,0.535086,0.111016,0.540472,0.492511,0.099362,0.372321,0.151501,0.520438,Bot
0.194185,0.619324,0.231154,0.713603,0.445077,0.409672,0.11051,0.05448,0.462782,Bot
0.225063,0.549031,0.456569,0.532334,0.465078,0.178614,0.020739,0.119015,0.452494,Bot
0.198062,0.533354,0.146602,0.470216,0.458671,0.139654,0.287118,0.228564,0.448957,Bot
0.091963,0.511573,0.261501,0.593793,0.461882,0.257219,0.31299,0.076327,0.551326,Bot
0.023545,0.757023,0.167861,0.589104,0.379836,0.193288,0.014423,0.600883,0.478632,Bot
0.018945,0.574436,0.123586,0.583467,0.478024,0.647336,0.039295,0.170839,0.472104,Bot
0.178399,0.619022,0.143917,0.492659,0.498284,0.138218,0.266216,0.27325,0.406377,Bot
0.002606,0.526829,0.030415,0.551967,0.457268,0.927581,0.001667,0.03773,0.485971,Bot
0.283886,0.473817,0.072802,0.528939,0.491015,0.087616,0.444139,0.111558,0.532702,Bot
0.041261,0.67394,0.510076,0.602617,0.432647,0.08889,0.184241,0.175531,0.424642,Bot
0.199369,0.473812,0.074645,0.472658,0.559619,0.045734,0.636597,0.043653,0.466372,Bot
0.126972,0.456737,0.192961,0.44063,0.520981,0.132196,0.199256,0.348616,0.477257,Bot
0.029136,0.541056,0.144817,0.569052,0.457237,0.14908,0.060373,0.616595,0.465138,Bot
0.334316,0.491514,0.153782,0.480183,0.479284,0.041777,0.411706,0.058419,0.556261,Bot
0.12126,0.632689,0.193959,0.772268,0.372962,0.093123,0.057125,0.534532,0.477848,Bot
0.056095,0.433919,0.534526,0.516785,0.47642,0.186891,0.060446,0.162041,0.61528,Bot
0.213282,0.525618,0.31976,0.528128,0.449156,0.273698,0.019843,0.173417,0.728603,Bot
0.180521,0.51451,0.140309,0.525668,0.427519,0.131099,0.353909,0.194162,0.587532,Bot
0.164425,0.522932,0.460367,0.576333,0.495783,0.117609,0.135593,0.122006,0.490747,Bot
0.089581,0.422953,0.39511,0.441382,0.508569,0.081021,0.007846,0.426442,0.517338,Bot
0.505844,0.445838,0.086416,0.485216,0.465614,0.032842,0.109914,0.264984,0.548921,Bot
0.124435,0.530273,0.196342,0.540751,0.460167,0.134498,0.03669,0.508035,0.437599,Bot
0.030361,0.556397,0.232527,0.521412,0.479114,0.662928,0.032752,0.041432,0.47576,Bot
0.003473,0.629518,0.027398,0.643523,0.43342,0.916983,0.000842,0.051303,0.47287,Bot
0.224218,0.447898,0.242766,0.439334,0.491637,0.279212,0.026765,0.227039,0.667747,Bot
0.315212,0.513379,0.097837,0.432254,0.526285,0.122688,0.267354,0.196908,0.666841,Bot
0.031297,0.431103,0.337348,0.482128,0.514957,0.165036,0.001942,0.464377,0.522206,Bot
0.188211,0.499277,0.155995,0.491073,0.470269,0.116073,0.362454,0.177267,0.550465,Bot
0.024718,0.579634,0.507199,0.595114,0.436861,0.310585,0.023268,0.13423,0.534673,Bot
0.254166,0.614737,0.187524,0.535717,0.378434,0.197582,0.09422,0.266507,0.360774,Bot
0.082548,0.425562,0.508984,0.527934,0.482612,0.229317,0.052122,0.127028,0.597175,Bot
0.173418,0.520562,0.125858,0.528388,0.485272,0.133994,0.406243,0.160486,0.4846,Bot
0.204434,0.615494,0.142715,0.486626,0.441482,0.13027,0.32609,0.196491,0.500928,Bot
0.67125,0.637723,0.031722,0.520481,0.387225,0.011817,0.231343,0.053867,0.521926,Bot
0.002137,0.455486,0.0153,0.474296,0.525994,0.97124,0.001198,0.010125,0.457975,Bot
0.077379,0.46657,0.307701,0.458144,0.463665,0.408242,0.053122,0.153556,0.703403,Bot
0.068651,0.466928,0.454592,0.413533,0.435594,0.236645,0.18177,0.058342,0.60683,Bot
0.14409,0.407521,0.300771,0.516697,0.447907,0.070033,0.004479,0.480627,0.557837,Bot
0.072015,0.430319,0.445354,0.38242,0.508805,0.290986,0.032772,0.158873,0.559687,Bot
0.250123,0.458479,0.202009,0.451527,0.440537,0.206492,0.168256,0.17312,0.705031,Bot
0.105824,0.551046,0.218683,0.639037,0.417677,0.395447,0.137947,0.1421,0.530809,Bot
0.155701,0.526976,0.149269,0.48437,0.508707,0.12606,0.405535,0.163435,0.515284,Bot
0.139719,0.478624,0.335044,0.502353,0.46664,0.222836,0.083959,0.218441,0.488988,Bot
0.107055,0.473409,0.375548,0.376814,0.52986,0.281021,0.06804,0.168336,0.412039,Bot
0.089232,0.420445,0.256368,0.484585,0.507271,0.472886,0.031683,0.14983,0.470033,Bot
0.112995,0.459764,0.392525,0.453182,0.524736,0.150222,0.178431,0.165826,0.448133,Bot
0.155701,0.526976,0.149269,0.48437,0.508707,0.12606,0.405535,0.163435,0.515284,Bot
0.185836,0.499806,0.215504,0.528799,0.493633,0.089708,0.419407,0.089545,0.516575,Bot
0.359029,0.372504,0.213852,0.409476,0.458389,0.117354,0.048227,0.261538,0.554481,Bot
0.112161,0.489912,0.376528,0.378701,0.533732,0.24361,0.115234,0.152467,0.396877,Bot
0.125069,0.579735,0.295118,0.510017,0.469418,0.067193,0.071209,0.441411,0.469822,Bot
0.037493,0.596827,0.113271,0.575453,0.455323,0.098989,0.094403,0.655844,0.455239,Bot
0.064361,0.60905,0.418,0.678673,0.467857,0.37257,0.062795,0.082273,0.469875,Bot
0.034911,0.570063,0.517053,0.52051,0.470149,0.069964,0.01576,0.362311,0.513297,Bot
0.044729,0.624413,0.166158,0.610587,0.456095,0.158094,0.096128,0.534891,0.459676,Bot
